Name,Time-FD,Corr-FD,Sys-FD,Planner-FD
blocksworld_problem_12_52__0,5197.956323623657,1.0,2,1
blocksworld_problem_12_53__0,2612.539529800415,1.0,2,1
blocksworld_problem_12_54__0,44773.91076087952,1.0,2,1
blocksworld_problem_12_57__0,8360.81075668335,1.0,2,1
blocksworld_problem_12_59__0,5441.87593460083,1.0,2,1
blocksworld_problem_12_5__0,2863.521099090576,1.0,2,1
blocksworld_problem_12_60__0,13553.789138793943,1.0,2,1
blocksworld_problem_12_61__0,2312.0925426483154,1.0,2,1
blocksworld_problem_12_62__0,6291.561841964722,1.0,2,1
blocksworld_problem_12_63__0,39275.98667144776,1.0,2,1
blocksworld_problem_12_64__0,2456.4220905303955,1.0,2,1
blocksworld_problem_12_65__0,2585.5300426483154,1.0,2,1
blocksworld_problem_12_66__0,6938.900947570801,1.0,2,1
blocksworld_problem_12_67__0,2906.031608581543,1.0,2,1
blocksworld_problem_12_6__0,5338.456153869629,1.0,2,1
blocksworld_problem_12_70__0,11133.43620300293,1.0,2,1
blocksworld_problem_12_77__0,5621.720314025879,1.0,2,1
blocksworld_problem_12_7__0,9145.134925842283,1.0,2,1
blocksworld_problem_12_8__0,2908.5700511932373,1.0,2,1
blocksworld_problem_12_9__0,2799.288749694824,1.0,2,1
ferry_ferry-l6-c6__0,2422.271966934204,1.0,2,1
ferry_ferry-l6-c6__1,2503.6544799804688,1.0,2,1
ferry_ferry-l6-c6__10,2496.915102005005,1.0,2,1
ferry_ferry-l6-c6__11,2418.0448055267334,1.0,2,1
ferry_ferry-l6-c6__12,2588.120937347412,1.0,2,1
ferry_ferry-l6-c6__13,2395.0629234313965,1.0,2,1
ferry_ferry-l6-c6__14,2393.308401107788,1.0,2,1
ferry_ferry-l6-c6__15,2279.6499729156494,1.0,2,1
ferry_ferry-l6-c6__16,2311.6159439086914,1.0,2,1
ferry_ferry-l6-c6__17,2344.681024551392,1.0,2,1
ferry_ferry-l6-c6__18,2279.304981231689,1.0,2,1
ferry_ferry-l6-c6__19,2312.913417816162,1.0,2,1
ferry_ferry-l6-c6__2,2476.860523223877,1.0,2,1
ferry_ferry-l6-c6__20,2291.4390563964844,1.0,2,1
ferry_ferry-l6-c6__21,2305.7615756988525,1.0,2,1
ferry_ferry-l6-c6__22,2290.404319763184,1.0,2,1
ferry_ferry-l6-c6__23,2258.589267730713,1.0,2,1
ferry_ferry-l6-c6__24,2276.876211166382,1.0,2,1
ferry_ferry-l6-c6__25,2276.689291000366,1.0,2,1
ferry_ferry-l6-c6__26,2352.832317352295,1.0,2,1
ferry_ferry-l6-c6__27,2398.393154144287,1.0,2,1
ferry_ferry-l6-c6__28,2337.897777557373,1.0,2,1
ferry_ferry-l6-c6__29,2443.6023235321045,1.0,2,1
ferry_ferry-l6-c6__3,2424.1819381713867,1.0,2,1
ferry_ferry-l6-c6__30,2324.371099472046,1.0,2,1
ferry_ferry-l6-c6__31,2411.3497734069824,1.0,2,1
ferry_ferry-l6-c6__32,2485.501289367676,1.0,2,1
ferry_ferry-l6-c6__33,2324.348211288452,1.0,2,1
ferry_ferry-l6-c6__34,2411.000967025757,1.0,2,1
ferry_ferry-l6-c6__35,2435.919523239136,1.0,2,1
ferry_ferry-l6-c6__36,2407.844305038452,1.0,2,1
ferry_ferry-l6-c6__37,2449.3958950042725,1.0,2,1
ferry_ferry-l6-c6__38,2294.233798980713,1.0,2,1
ferry_ferry-l6-c6__39,2317.535638809204,1.0,2,1
ferry_ferry-l6-c6__4,2466.322898864746,1.0,2,1
ferry_ferry-l6-c6__40,2342.2791957855225,1.0,2,1
ferry_ferry-l6-c6__41,2223.7954139709477,1.0,2,1
ferry_ferry-l6-c6__42,2343.6410427093506,1.0,2,1
ferry_ferry-l6-c6__43,2323.728322982788,1.0,2,1
ferry_ferry-l6-c6__44,2317.133665084839,1.0,2,1
ferry_ferry-l6-c6__45,2330.5509090423584,1.0,2,1
ferry_ferry-l6-c6__46,2487.1208667755127,1.0,2,1
ferry_ferry-l6-c6__47,2231.409788131714,1.0,2,1
ferry_ferry-l6-c6__48,2323.2150077819824,1.0,2,1
ferry_ferry-l6-c6__49,2273.96559715271,1.0,2,1
ferry_ferry-l6-c6__5,2348.885059356689,1.0,2,1
ferry_ferry-l6-c6__50,2320.0325965881348,1.0,2,1
ferry_ferry-l6-c6__51,2373.3928203582764,1.0,2,1
ferry_ferry-l6-c6__52,2401.8921852111816,1.0,2,1
ferry_ferry-l6-c6__53,2305.856466293335,1.0,2,1
ferry_ferry-l6-c6__54,2329.8556804656982,1.0,2,1
ferry_ferry-l6-c6__55,2301.6510009765625,1.0,2,1
ferry_ferry-l6-c6__56,2404.080867767334,1.0,2,1
ferry_ferry-l6-c6__57,2210.7319831848145,1.0,2,1
ferry_ferry-l6-c6__58,2476.8049716949463,1.0,2,1
ferry_ferry-l6-c6__59,2434.4968795776367,1.0,2,1
ferry_ferry-l6-c6__6,2243.4241771698,1.0,2,1
ferry_ferry-l6-c6__60,2472.059965133667,1.0,2,1
ferry_ferry-l6-c6__61,2397.785425186157,1.0,2,1
ferry_ferry-l6-c6__62,2366.9824600219727,1.0,2,1
ferry_ferry-l6-c6__63,2395.2982425689697,1.0,2,1
ferry_ferry-l6-c6__64,2341.367483139038,1.0,2,1
ferry_ferry-l6-c6__65,2307.143449783325,1.0,2,1
ferry_ferry-l6-c6__66,2300.7476329803467,1.0,2,1
ferry_ferry-l6-c6__67,2531.5163135528564,1.0,2,1
ferry_ferry-l6-c6__68,2855.2374839782715,1.0,2,1
ferry_ferry-l6-c6__69,2457.920551300049,1.0,2,1
ferry_ferry-l6-c6__7,2337.179660797119,1.0,2,1
ferry_ferry-l6-c6__70,2385.6747150421143,1.0,2,1
ferry_ferry-l6-c6__71,2277.470827102661,1.0,2,1
ferry_ferry-l6-c6__72,2415.513038635254,1.0,2,1
ferry_ferry-l6-c6__73,2404.751300811768,1.0,2,1
ferry_ferry-l6-c6__74,2482.8333854675293,1.0,2,1
ferry_ferry-l6-c6__75,2470.824956893921,1.0,2,1
ferry_ferry-l6-c6__76,2342.2482013702397,1.0,2,1
ferry_ferry-l6-c6__77,2309.425115585327,1.0,2,1
ferry_ferry-l6-c6__78,2487.4556064605717,1.0,2,1
ferry_ferry-l6-c6__79,2279.14834022522,1.0,2,1
ferry_ferry-l6-c6__8,2275.1896381378174,1.0,2,1
ferry_ferry-l6-c6__80,2406.16512298584,1.0,2,1
ferry_ferry-l6-c6__81,2361.60945892334,1.0,2,1
ferry_ferry-l6-c6__82,2461.3754749298096,1.0,2,1
ferry_ferry-l6-c6__83,2613.1391525268555,1.0,2,1
ferry_ferry-l6-c6__84,2515.1619911193848,1.0,2,1
ferry_ferry-l6-c6__85,2413.149833679199,1.0,2,1
ferry_ferry-l6-c6__86,2313.9407634735107,1.0,2,1
ferry_ferry-l6-c6__87,2294.0828800201416,1.0,2,1
ferry_ferry-l6-c6__88,2246.410131454468,1.0,2,1
ferry_ferry-l6-c6__89,2430.809259414673,1.0,2,1
ferry_ferry-l6-c6__9,2304.5318126678467,1.0,2,1
ferry_ferry-l6-c6__90,2386.873960494995,1.0,2,1
ferry_ferry-l6-c6__91,2404.8449993133545,1.0,2,1
ferry_ferry-l6-c6__92,2455.0721645355225,1.0,2,1
ferry_ferry-l6-c6__93,2420.4559326171875,1.0,2,1
ferry_ferry-l6-c6__94,2493.694067001343,1.0,2,1
ferry_ferry-l6-c6__95,2310.616970062256,1.0,2,1
ferry_ferry-l6-c6__96,2283.631563186645,1.0,2,1
ferry_ferry-l6-c6__97,2229.059219360352,1.0,2,1
ferry_ferry-l6-c6__98,2210.2887630462646,1.0,2,1
ferry_ferry-l6-c6__99,2384.9384784698486,1.0,2,1
gripper-strips_problem_4_6_7_119__0,5144.153594970703,1.0,2,1
gripper-strips_problem_4_6_7_120__0,43467.88954734802,1.0,2,1
gripper-strips_problem_4_6_7_138__0,8037.217855453491,1.0,2,1
gripper-strips_problem_4_6_7_139__0,9298.973321914673,1.0,2,1
gripper-strips_problem_4_6_7_145__0,60442.81554222107,1.0,2,1
gripper-strips_problem_4_6_7_147__0,24255.507946014404,1.0,2,1
gripper-strips_problem_4_6_7_150__0,3817.901372909546,1.0,2,1
gripper-strips_problem_4_6_7_162__0,53060.42766571045,1.0,2,1
gripper-strips_problem_4_6_7_171__0,18577.25214958191,1.0,2,1
gripper-strips_problem_4_6_7_174__0,6375.670671463013,1.0,2,1
gripper-strips_problem_4_6_7_175__0,8212.47124671936,1.0,2,1
gripper-strips_problem_4_6_7_176__0,61015.920877456665,1.0,2,1
gripper-strips_problem_4_6_7_186__0,21731.693983078003,1.0,2,1
gripper-strips_problem_4_6_7_195__0,26971.59504890442,1.0,2,1
gripper-strips_problem_4_6_7_200__0,6892.488241195679,1.0,2,1
hanoi_problem_6_101__0,2620.2592849731445,1.0,2,1
hanoi_problem_6_102__0,2339.9577140808105,1.0,2,1
hanoi_problem_6_103__0,2382.928371429444,1.0,2,1
hanoi_problem_6_104__0,2645.4591751098637,1.0,2,1
hanoi_problem_6_105__0,2494.1272735595703,1.0,2,1
hanoi_problem_6_106__0,2473.4411239624023,1.0,2,1
hanoi_problem_6_107__0,2344.3539142608643,1.0,2,1
hanoi_problem_6_108__0,2443.400621414185,1.0,2,1
hanoi_problem_6_109__0,2486.8505001068115,1.0,2,1
hanoi_problem_6_110__0,2425.563097000122,1.0,2,1
hanoi_problem_6_111__0,2469.5606231689453,1.0,2,1
hanoi_problem_6_112__0,2361.0689640045166,1.0,2,1
hanoi_problem_6_113__0,2638.007164001465,1.0,2,1
hanoi_problem_6_114__0,2550.264358520508,1.0,2,1
hanoi_problem_6_115__0,2573.1635093688965,1.0,2,1
hanoi_problem_6_116__0,2633.508920669556,1.0,2,1
hanoi_problem_6_117__0,2559.4191551208496,1.0,2,1
hanoi_problem_6_118__0,2459.282636642456,1.0,2,1
hanoi_problem_6_119__0,2616.299867630005,1.0,2,1
hanoi_problem_6_120__0,2695.3163146972656,1.0,2,1
hanoi_problem_6_121__0,2467.923641204834,1.0,2,1
hanoi_problem_6_122__0,2421.229600906372,1.0,2,1
hanoi_problem_6_123__0,2481.2490940093994,1.0,2,1
hanoi_problem_6_124__0,3215.212821960449,1.0,2,1
hanoi_problem_6_125__0,2400.972843170166,1.0,2,1
hanoi_problem_6_126__0,2579.359769821167,1.0,2,1
hanoi_problem_6_127__0,2494.8599338531494,1.0,2,1
hanoi_problem_6_128__0,2358.942985534668,1.0,2,1
hanoi_problem_6_129__0,2502.6564598083496,1.0,2,1
hanoi_problem_6_130__0,2305.3622245788574,1.0,2,1
hanoi_problem_6_131__0,2817.9452419281006,1.0,2,1
hanoi_problem_6_132__0,2606.3075065612798,1.0,2,1
hanoi_problem_6_133__0,2601.979732513428,1.0,2,1
hanoi_problem_6_134__0,2282.0608615875244,1.0,2,1
hanoi_problem_6_135__0,2314.6538734436035,1.0,2,1
hanoi_problem_6_136__0,2299.8435497283936,1.0,2,1
hanoi_problem_6_137__0,2615.507841110229,1.0,2,1
hanoi_problem_6_138__0,2242.5880432128906,1.0,2,1
hanoi_problem_6_139__0,2377.899169921875,1.0,2,1
hanoi_problem_6_140__0,2438.392877578736,1.0,2,1
hanoi_problem_6_141__0,2280.5066108703613,1.0,2,1
hanoi_problem_6_142__0,2649.2044925689697,1.0,2,1
hanoi_problem_6_143__0,2489.287137985229,1.0,2,1
hanoi_problem_6_144__0,2773.6382484436035,1.0,2,1
hanoi_problem_6_145__0,2438.60936164856,1.0,2,1
hanoi_problem_6_146__0,2537.0402336120605,1.0,2,1
hanoi_problem_6_147__0,2378.603458404541,1.0,2,1
hanoi_problem_6_148__0,2637.728214263916,1.0,2,1
hanoi_problem_6_149__0,2461.2693786621094,1.0,2,1
hanoi_problem_6_150__0,2404.369831085205,1.0,2,1
hanoi_problem_6_151__0,2557.584285736084,1.0,2,1
hanoi_problem_6_152__0,2285.37917137146,1.0,2,1
hanoi_problem_6_153__0,2366.928815841675,1.0,2,1
hanoi_problem_6_154__0,2463.2575511932373,1.0,2,1
hanoi_problem_6_155__0,2688.634157180786,1.0,2,1
hanoi_problem_6_156__0,2534.9273681640625,1.0,2,1
hanoi_problem_6_157__0,2277.1148681640625,1.0,2,1
hanoi_problem_6_158__0,2588.0093574523926,1.0,2,1
hanoi_problem_6_159__0,2512.6190185546875,1.0,2,1
hanoi_problem_6_160__0,2705.464601516724,1.0,2,1
hanoi_problem_6_161__0,2364.808797836304,1.0,2,1
hanoi_problem_6_162__0,2516.185522079468,1.0,2,1
hanoi_problem_6_163__0,2513.205051422119,1.0,2,1
hanoi_problem_6_164__0,2486.1743450164795,1.0,2,1
hanoi_problem_6_165__0,2407.3195457458496,1.0,2,1
hanoi_problem_6_166__0,2384.167194366455,1.0,2,1
hanoi_problem_6_167__0,2521.709442138672,1.0,2,1
hanoi_problem_6_168__0,2579.196214675904,1.0,2,1
hanoi_problem_6_169__0,2416.562080383301,1.0,2,1
hanoi_problem_6_170__0,2576.7135620117188,1.0,2,1
hanoi_problem_6_171__0,2484.1108322143555,1.0,2,1
hanoi_problem_6_172__0,2426.6610145568848,1.0,2,1
hanoi_problem_6_173__0,2473.683834075928,1.0,2,1
hanoi_problem_6_174__0,2560.929536819458,1.0,2,1
hanoi_problem_6_175__0,2355.2560806274414,1.0,2,1
hanoi_problem_6_176__0,2441.782236099243,1.0,2,1
hanoi_problem_6_177__0,2448.6215114593506,1.0,2,1
hanoi_problem_6_178__0,2479.938507080078,1.0,2,1
hanoi_problem_6_179__0,2406.579971313477,1.0,2,1
hanoi_problem_6_180__0,2685.171365737915,1.0,2,1
hanoi_problem_6_181__0,2462.672710418701,1.0,2,1
hanoi_problem_6_182__0,2419.94309425354,1.0,2,1
hanoi_problem_6_183__0,2219.287872314453,1.0,2,1
hanoi_problem_6_184__0,2630.5911540985107,1.0,2,1
hanoi_problem_6_185__0,2514.136791229248,1.0,2,1
hanoi_problem_6_186__0,2566.5764808654785,1.0,2,1
hanoi_problem_6_187__0,2527.7247428894043,1.0,2,1
hanoi_problem_6_188__0,2548.161029815674,1.0,2,1
hanoi_problem_6_189__0,2528.454542160034,1.0,2,1
hanoi_problem_6_190__0,2418.3921813964844,1.0,2,1
hanoi_problem_6_191__0,2420.57728767395,1.0,2,1
hanoi_problem_6_192__0,2337.940454483032,1.0,2,1
hanoi_problem_6_193__0,2331.709623336792,1.0,2,1
hanoi_problem_6_194__0,2242.2163486480717,1.0,2,1
hanoi_problem_6_195__0,2508.263111114502,1.0,2,1
hanoi_problem_6_196__0,2396.563768386841,1.0,2,1
hanoi_problem_6_197__0,2693.601131439209,1.0,2,1
hanoi_problem_6_198__0,2394.7715759277344,1.0,2,1
hanoi_problem_6_199__0,2322.904109954834,1.0,2,1
hanoi_problem_6_200__0,2472.3713397979736,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__0,2485.515594482422,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__1,2385.439872741699,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__10,2357.9132556915283,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__11,2665.2798652648926,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__12,2366.8365478515625,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__13,2188.016653060913,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__14,2413.5100841522217,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__15,2470.8547592163086,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__16,2422.914981842041,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__17,2377.976179122925,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__18,2458.4720134735107,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__19,2334.151029586792,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__2,2477.4301052093506,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__20,2360.0399494171143,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__21,2294.4815158843994,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__22,2489.341735839844,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__23,2399.918794631958,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__24,2365.9822940826416,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__25,2363.42453956604,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__26,2474.5280742645264,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__27,2393.4359550476074,1.0,2,1
