Name,Time-SOFAI-PF-FD,Corr-SOFAI-PF-FD,Sys-SOFAI-PF-FD,Planner-SOFAI-PF-FD
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__28,9715.68250656128,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__29,9789.71266746521,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__3,9871.235132217407,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__30,11354.272842407228,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__31,10108.254671096802,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__32,9754.100561141968,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__33,10807.26957321167,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__34,9689.545392990112,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__35,10840.012550354004,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__36,9522.30167388916,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__37,9845.146656036375,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__38,11104.480028152466,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__39,11863.750219345093,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__4,11136.221885681152,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__40,10114.947319030762,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__5,11131.824731826782,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__6,9988.889455795288,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__7,9414.315223693848,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__8,9813.120365142822,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__9,9368.8223361969,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__0,9193.04871559143,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__1,8131.883859634399,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__10,8136.425971984863,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__11,8215.73281288147,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__12,8602.953672409058,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__13,8136.388301849365,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__14,9206.828594207764,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__15,8218.260526657104,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__16,9367.236614227297,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__17,8276.994228363037,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__18,9696.44045829773,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__19,8082.885026931763,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__2,8573.898553848267,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__20,8120.638370513916,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__21,8858.773469924927,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__22,9898.324966430664,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__23,8378.12614440918,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__24,10230.875730514526,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__25,8313.4765625,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__26,8759.368896484375,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__27,8326.305866241455,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__28,8373.366594314575,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__29,8726.300477981567,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__3,8557.055234909058,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__30,8370.700359344482,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__31,9433.675050735474,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__32,9906.87346458435,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__33,8435.36925315857,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__34,9397.992849349976,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__35,9402.304649353027,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__36,8677.448749542236,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__37,8598.98829460144,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__38,8377.942562103271,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__39,9064.634323120115,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__4,8515.711069107056,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__40,8520.641565322876,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__41,8499.584913253784,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__42,8513.087749481201,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__43,9518.723964691162,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__44,8659.018993377686,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__45,8670.470476150513,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__46,9120.90277671814,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__47,8700.026988983154,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__48,8519.941091537476,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__49,8549.081563949585,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__5,8360.557079315186,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__50,8319.604873657227,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__51,8622.345447540283,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__52,8542.65022277832,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__53,8864.484071731567,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__54,8535.485029220581,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__55,8372.112035751343,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__56,9202.066898345947,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__57,8891.096115112305,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__58,9559.99755859375,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__6,8566.59460067749,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__7,8003.124237060547,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__8,8656.788110733032,1.0,2,1
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__9,9207.09753036499,1.0,2,1
