Name,Time-SOFAI-PF-FD,Corr-SOFAI-PF-FD,Sys-SOFAI-PF-FD,Planner-SOFAI-PF-FD
ferry_ferry-l6-c6__45,10255.109071731567,1.0,2,1
ferry_ferry-l6-c6__46,7083.439826965332,1.0,2,1
ferry_ferry-l6-c6__47,7259.652614593506,1.0,2,1
ferry_ferry-l6-c6__48,7075.109481811523,1.0,2,1
ferry_ferry-l6-c6__49,7813.22979927063,1.0,2,1
ferry_ferry-l6-c6__5,7739.207744598389,1.0,2,1
ferry_ferry-l6-c6__50,8333.036661148071,1.0,2,1
ferry_ferry-l6-c6__51,8890.231370925903,1.0,2,1
ferry_ferry-l6-c6__52,7791.051864624023,1.0,2,1
ferry_ferry-l6-c6__53,7366.498231887817,1.0,2,1
ferry_ferry-l6-c6__54,7936.898231506348,1.0,2,1
ferry_ferry-l6-c6__55,9414.847373962402,1.0,2,1
ferry_ferry-l6-c6__56,7682.48176574707,1.0,2,1
ferry_ferry-l6-c6__57,7172.4395751953125,1.0,2,1
ferry_ferry-l6-c6__58,7426.215410232544,1.0,2,1
ferry_ferry-l6-c6__59,9583.238363265991,1.0,2,1
ferry_ferry-l6-c6__6,9898.167848587036,1.0,2,1
ferry_ferry-l6-c6__60,11149.142026901243,1.0,2,1
ferry_ferry-l6-c6__61,11390.62762260437,1.0,2,1
ferry_ferry-l6-c6__62,7125.129461288452,1.0,2,1
ferry_ferry-l6-c6__63,7901.915073394775,1.0,2,1
ferry_ferry-l6-c6__64,7018.468379974365,1.0,2,1
ferry_ferry-l6-c6__65,8002.845525741577,1.0,2,1
ferry_ferry-l6-c6__66,7342.668294906616,1.0,2,1
ferry_ferry-l6-c6__67,9797.582387924194,1.0,2,1
ferry_ferry-l6-c6__68,7491.913795471191,1.0,2,1
ferry_ferry-l6-c6__69,9388.56816291809,1.0,2,1
ferry_ferry-l6-c6__7,6996.562480926514,1.0,2,1
ferry_ferry-l6-c6__70,6727.487802505493,1.0,2,1
ferry_ferry-l6-c6__71,6319.324493408203,1.0,2,1
ferry_ferry-l6-c6__72,11471.17567062378,1.0,2,1
ferry_ferry-l6-c6__73,7073.088645935059,1.0,2,1
ferry_ferry-l6-c6__74,7393.901348114014,1.0,2,1
ferry_ferry-l6-c6__75,8916.824579238892,1.0,2,1
ferry_ferry-l6-c6__76,11215.584993362429,1.0,2,1
ferry_ferry-l6-c6__77,6542.195081710815,1.0,2,1
ferry_ferry-l6-c6__78,11194.381475448608,1.0,2,1
ferry_ferry-l6-c6__79,6342.384576797485,1.0,2,1
ferry_ferry-l6-c6__8,7906.807422637939,1.0,2,1
ferry_ferry-l6-c6__80,7328.537464141846,1.0,2,1
ferry_ferry-l6-c6__81,7168.938875198364,1.0,2,1
ferry_ferry-l6-c6__82,11617.558240890505,1.0,2,1
ferry_ferry-l6-c6__83,6937.941789627075,1.0,2,1
ferry_ferry-l6-c6__84,8613.341808319092,1.0,2,1
ferry_ferry-l6-c6__85,7056.8718910217285,1.0,2,1
ferry_ferry-l6-c6__86,10640.81358909607,1.0,2,1
ferry_ferry-l6-c6__87,10572.585344314575,1.0,2,1
ferry_ferry-l6-c6__88,6618.946552276611,1.0,2,1
ferry_ferry-l6-c6__89,7703.239917755127,1.0,2,1
ferry_ferry-l6-c6__9,6614.649057388306,1.0,2,1
ferry_ferry-l6-c6__90,6580.484867095947,1.0,2,1
ferry_ferry-l6-c6__91,7398.781776428223,1.0,2,1
ferry_ferry-l6-c6__92,10191.478729248049,1.0,2,1
ferry_ferry-l6-c6__93,7887.433290481567,1.0,2,1
ferry_ferry-l6-c6__94,5878.360033035278,1.0,2,1
ferry_ferry-l6-c6__95,7916.433334350586,1.0,2,1
ferry_ferry-l6-c6__96,9946.165800094604,1.0,2,1
ferry_ferry-l6-c6__97,5848.3076095581055,1.0,2,1
ferry_ferry-l6-c6__98,7419.345378875732,1.0,2,1
ferry_ferry-l6-c6__99,7220.236301422119,1.0,2,1
gripper-strips_problem_4_6_7_119__0,9195.24335861206,1.0,2,1
gripper-strips_problem_4_6_7_120__0,50374.7546672821,1.0,2,1
gripper-strips_problem_4_6_7_138__0,12775.435447692871,1.0,2,1
gripper-strips_problem_4_6_7_139__0,12705.66701889038,1.0,2,1
gripper-strips_problem_4_6_7_147__0,28518.63121986389,1.0,2,1
gripper-strips_problem_4_6_7_150__0,8159.665107727051,1.0,2,1
gripper-strips_problem_4_6_7_162__0,57314.94522094727,1.0,2,1
gripper-strips_problem_4_6_7_171__0,22798.04730415344,1.0,2,1
gripper-strips_problem_4_6_7_174__0,10861.158847808838,1.0,2,1
gripper-strips_problem_4_6_7_175__0,12307.332038879396,1.0,2,1
gripper-strips_problem_4_6_7_186__0,25815.24610519409,1.0,2,1
gripper-strips_problem_4_6_7_195__0,31174.5502948761,1.0,2,1
gripper-strips_problem_4_6_7_200__0,10847.83673286438,1.0,2,1
hanoi_problem_6_101__0,6143.84651184082,1.0,2,1
hanoi_problem_6_102__0,6855.814218521118,1.0,2,1
hanoi_problem_6_103__0,6520.798206329346,1.0,2,1
hanoi_problem_6_104__0,7013.376474380493,1.0,2,1
hanoi_problem_6_105__0,7201.069116592407,1.0,2,1
hanoi_problem_6_106__0,7678.622245788574,1.0,2,1
hanoi_problem_6_107__0,7052.166223526001,1.0,2,1
hanoi_problem_6_108__0,6679.955005645752,1.0,2,1
hanoi_problem_6_109__0,6340.874910354614,1.0,2,1
hanoi_problem_6_110__0,7011.084794998169,1.0,2,1
hanoi_problem_6_111__0,5822.282552719116,1.0,2,1
hanoi_problem_6_112__0,5848.40202331543,1.0,2,1
hanoi_problem_6_113__0,6101.971387863159,1.0,2,1
hanoi_problem_6_114__0,6996.732473373413,1.0,2,1
hanoi_problem_6_115__0,7637.152671813965,1.0,2,1
hanoi_problem_6_116__0,8454.672813415527,1.0,2,1
hanoi_problem_6_117__0,6960.81280708313,1.0,2,1
hanoi_problem_6_118__0,7652.513265609741,1.0,2,1
hanoi_problem_6_119__0,7508.863925933838,1.0,2,1
hanoi_problem_6_120__0,9902.551412582396,1.0,2,1
hanoi_problem_6_121__0,9367.770433425903,1.0,2,1
hanoi_problem_6_122__0,7267.063140869141,1.0,2,1
hanoi_problem_6_123__0,5708.209037780762,1.0,2,1
hanoi_problem_6_124__0,6465.507030487061,1.0,2,1
hanoi_problem_6_125__0,6875.798940658569,1.0,2,1
hanoi_problem_6_126__0,7943.771123886108,1.0,2,1
hanoi_problem_6_127__0,7812.905788421631,1.0,2,1
hanoi_problem_6_128__0,6537.598848342896,1.0,2,1
hanoi_problem_6_129__0,7088.028907775879,1.0,2,1
hanoi_problem_6_130__0,5843.048810958862,1.0,2,1
hanoi_problem_6_131__0,6796.139478683472,1.0,2,1
hanoi_problem_6_132__0,7830.541372299194,1.0,2,1
hanoi_problem_6_133__0,7252.047538757324,1.0,2,1
hanoi_problem_6_134__0,7048.499584197998,1.0,2,1
hanoi_problem_6_135__0,6682.6677322387695,1.0,2,1
hanoi_problem_6_136__0,5680.957317352295,1.0,2,1
hanoi_problem_6_137__0,7053.493499755859,1.0,2,1
hanoi_problem_6_138__0,5550.809860229492,1.0,2,1
hanoi_problem_6_139__0,7385.738849639893,1.0,2,1
hanoi_problem_6_140__0,5890.080451965332,1.0,2,1
hanoi_problem_6_141__0,6504.800319671631,1.0,2,1
hanoi_problem_6_142__0,8955.991744995117,1.0,2,1
hanoi_problem_6_143__0,6893.22566986084,1.0,2,1
hanoi_problem_6_144__0,7012.693405151367,1.0,2,1
hanoi_problem_6_145__0,8932.123899459839,1.0,2,1
hanoi_problem_6_146__0,7958.495855331421,1.0,2,1
hanoi_problem_6_147__0,6274.989604949951,1.0,2,1
hanoi_problem_6_148__0,7520.386457443237,1.0,2,1
hanoi_problem_6_149__0,7457.644462585449,1.0,2,1
hanoi_problem_6_150__0,5910.197973251343,1.0,2,1
hanoi_problem_6_151__0,7151.015758514404,1.0,2,1
hanoi_problem_6_152__0,6472.939252853394,1.0,2,1
hanoi_problem_6_153__0,7292.425632476807,1.0,2,1
hanoi_problem_6_154__0,8062.019109725952,1.0,2,1
hanoi_problem_6_155__0,6598.511457443237,1.0,2,1
hanoi_problem_6_156__0,7474.1833209991455,1.0,2,1
hanoi_problem_6_157__0,6072.201490402222,1.0,2,1
hanoi_problem_6_158__0,8834.695816040039,1.0,2,1
hanoi_problem_6_159__0,8270.187854766846,1.0,2,1
hanoi_problem_6_160__0,8206.751585006714,1.0,2,1
hanoi_problem_6_161__0,7076.650142669678,1.0,2,1
hanoi_problem_6_162__0,6188.237190246582,1.0,2,1
hanoi_problem_6_163__0,7225.868701934814,1.0,2,1
hanoi_problem_6_164__0,6732.681751251221,1.0,2,1
hanoi_problem_6_165__0,6930.377244949341,1.0,2,1
hanoi_problem_6_166__0,7976.642608642578,1.0,2,1
hanoi_problem_6_167__0,7714.278221130371,1.0,2,1
hanoi_problem_6_168__0,6699.163913726807,1.0,2,1
hanoi_problem_6_169__0,10150.959491729736,1.0,2,1
hanoi_problem_6_170__0,8527.884721755981,1.0,2,1
hanoi_problem_6_171__0,6966.695308685303,1.0,2,1
hanoi_problem_6_172__0,6260.986089706421,1.0,2,1
hanoi_problem_6_173__0,7579.145669937134,1.0,2,1
hanoi_problem_6_174__0,7105.537891387939,1.0,2,1
hanoi_problem_6_175__0,6237.045049667358,1.0,2,1
hanoi_problem_6_176__0,6604.076385498047,1.0,2,1
hanoi_problem_6_177__0,6230.970621109009,1.0,2,1
hanoi_problem_6_178__0,5961.560249328613,1.0,2,1
hanoi_problem_6_179__0,5896.020174026489,1.0,2,1
hanoi_problem_6_180__0,7112.268447875977,1.0,2,1
hanoi_problem_6_181__0,8289.328813552856,1.0,2,1
hanoi_problem_6_182__0,6173.393964767456,1.0,2,1
hanoi_problem_6_183__0,6089.422941207886,1.0,2,1
hanoi_problem_6_184__0,8772.942543029785,1.0,2,1
hanoi_problem_6_185__0,8456.608295440674,1.0,2,1
hanoi_problem_6_186__0,6607.713937759399,1.0,2,1
hanoi_problem_6_187__0,6862.500905990601,1.0,2,1
hanoi_problem_6_188__0,7631.587266921997,1.0,2,1
hanoi_problem_6_189__0,7875.15926361084,1.0,2,1
hanoi_problem_6_190__0,6858.472108840942,1.0,2,1
hanoi_problem_6_191__0,6917.683124542236,1.0,2,1
hanoi_problem_6_192__0,6135.1587772369385,1.0,2,1
hanoi_problem_6_193__0,6862.50901222229,1.0,2,1
hanoi_problem_6_194__0,5988.76166343689,1.0,2,1
hanoi_problem_6_195__0,7635.068893432617,1.0,2,1
hanoi_problem_6_196__0,7753.956317901611,1.0,2,1
hanoi_problem_6_197__0,7744.043827056885,1.0,2,1
hanoi_problem_6_198__0,8843.400478363037,1.0,2,1
hanoi_problem_6_199__0,7379.250764846802,1.0,2,1
hanoi_problem_6_200__0,6670.273780822754,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__0,11243.588209152222,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__1,9566.88117980957,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__10,9502.114057540894,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__11,9413.963317871094,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__12,9832.680225372314,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__13,10282.562494277954,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__14,11894.915342330933,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__15,11593.223333358765,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__16,9895.309209823608,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__17,11387.11166381836,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__18,11607.948541641235,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__19,9713.191032409668,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__2,11757.671117782593,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__20,11298.7060546875,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__21,11712.04423904419,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__22,11177.647590637209,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__23,9844.415426254272,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__24,10072.837829589844,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__25,9810.768842697144,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__26,9938.086986541748,1.0,2,1
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__27,9407.465934753418,1.0,2,1
