Name,Time-SOFAI-PF-LPGxFD,Corr-SOFAI-PF-LPGxFD,Sys-SOFAI-PF-LPGxFD,Planner-SOFAI-PF-LPGxFD
hanoi_problem_6_188__0,9839.55693244934,1.0,2,3.0
hanoi_problem_6_191__0,10059.321641921995,1.0,2,3.0
hanoi_problem_6_192__0,5202.985048294067,1.0,2,3.0
hanoi_problem_6_193__0,6328.3350467681885,1.0,2,1.0
hanoi_problem_6_194__0,5391.794443130493,1.0,2,3.0
hanoi_problem_6_198__0,9257.519006729126,1.0,2,3.0
hanoi_problem_6_199__0,6318.641185760498,1.0,2,3.0
hanoi_problem_6_200__0,8853.712797164917,1.0,2,3.0
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__0,5631.683826446533,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__1,5613.982200622559,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__10,5656.330108642578,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__11,5385.281562805176,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__12,5631.424188613892,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__13,5262.482643127441,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__14,5564.83793258667,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__15,5500.931739807129,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__16,5548.405170440674,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__17,5118.985176086426,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__18,5304.430723190308,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__19,5690.637111663818,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__2,5552.965402603149,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__20,5619.299173355103,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__21,5547.531366348267,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__22,5788.16294670105,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__23,5977.233171463013,1.0,2,3.0
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__24,5699.170112609863,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__25,5512.365102767944,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__26,5509.933710098267,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__27,5351.595401763916,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__28,5270.467519760132,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__29,5273.801565170288,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__3,5396.121501922607,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__30,5471.743822097778,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__31,5334.908008575439,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__32,5300.272703170776,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__33,5680.623531341553,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__34,5177.680253982544,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__35,5716.140031814575,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__36,5758.27956199646,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__37,5509.611368179321,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__38,5713.359355926514,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__39,5815.945863723755,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__4,5879.286766052246,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__40,5269.305229187012,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__5,5621.113538742065,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__6,5327.8913497924805,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__7,5644.638538360596,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__8,5014.867782592773,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__9,5277.236461639404,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__0,5536.284685134888,1.0,2,3.0
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__1,5580.128192901611,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__10,5973.120212554932,1.0,2,3.0
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__11,5684.3366622924805,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__12,5408.866882324219,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__13,5520.509004592896,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__14,5659.846067428589,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__15,5931.663513183594,1.0,2,3.0
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__16,5901.676893234253,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__17,5692.70396232605,1.0,2,3.0
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__18,5286.920785903931,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__19,5458.759546279907,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__2,5612.480163574219,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__20,5401.882410049439,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__21,5952.316522598267,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__22,5416.756629943848,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__23,5443.21084022522,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__24,5512.855768203735,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__25,5747.946262359619,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__26,5569.048881530762,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__27,5402.081489562988,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__28,5433.083534240723,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__29,5329.605102539063,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__3,5551.125764846802,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__30,5808.857440948486,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__31,5643.613815307617,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__32,5599.284648895264,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__33,5294.703006744385,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__34,5467.319488525391,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__35,5591.42017364502,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__36,5605.052471160889,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__37,5481.861114501953,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__38,5635.080099105835,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__39,5385.764837265015,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__4,5421.6628074646,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__40,5256.605863571167,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__41,5465.442657470703,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__42,5342.617750167847,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__43,5440.025091171265,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__44,5642.473459243774,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__45,5914.204120635986,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__46,5620.913028717041,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__47,5583.742618560791,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__48,5445.604562759399,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__49,5442.254543304443,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__5,5481.890678405762,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__50,5426.124572753906,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__51,5372.052431106567,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__52,5330.90353012085,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__53,5602.203607559204,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__54,6004.374504089356,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__55,5601.212739944458,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__56,5294.813632965088,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__57,5549.906492233276,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__58,5601.674318313599,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__6,5312.64591217041,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__7,6152.296781539917,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__8,5719.099521636963,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__9,5424.47566986084,1.0,1,
