Problem-JAC,Time-JAC,Correctness-JAC,Sys-JAC,Problem-PF,Time-PF,Correctness-PF,Sys-PF,Problem-MIX,Time-MIX,Correctness-MIX,Sys-MIX,Problem-FD,Time-FD,Correctness-FD,Sys-FD
problem_12_8, 90000.0,0,-1,problem_13_39, 24833.455562591553,0.8235294117647058,1,problem_13_4, 25610.88538169861,0.75,1,problem_12_8, 90000.0,0,-1
problem_12_9, 90000.0,0,-1,problem_13_4, 25070.63126564026,0.75,1,problem_13_42, 23338.125944137573,0.7647058823529411,1,problem_12_9, 90000.0,0,-1
problem_13_1, 11765.599999999999,1.0,2,problem_13_40, 27193.859338760376,0.8666666666666667,1,problem_13_43, 27710.055589675903,0.7333333333333333,1,problem_13_1, 11359.400000000001,1.0,2
problem_13_10, 21687.5,1.0,2,problem_13_41, 30763.04316520691,0.6428571428571429,1,problem_13_44, 21997.54047393799,0.8823529411764706,1,problem_13_10, 21015.6,1.0,2
problem_13_11, 1796.88,1.0,2,problem_13_42, 22562.289237976074,0.7647058823529411,1,problem_13_45, 29990.72551727295,0.6428571428571429,1,problem_13_11, 1781.25,1.0,2
problem_13_12, 90000.0,0,-1,problem_13_44, 21042.02151298523,0.7058823529411765,1,problem_13_47, 29233.051300048828,0.6666666666666666,1,problem_13_12, 90000.0,0,-1
problem_13_13, 218.75,1.0,2,problem_13_46, 20863.287448883057,0.6666666666666666,1,problem_13_48, 23219.914197921753,0.875,1,problem_13_13, 234.375,1.0,2
problem_13_14, 39062.5,1.0,2,problem_13_47, 27825.783729553223,0.6666666666666666,1,problem_13_49, 25400.962114334106,0.875,1,problem_13_14, 38218.8,1.0,2
problem_13_15, 90000.0,0,-1,problem_13_48, 22023.902654647827,0.8125,1,problem_13_5, 21608.47043991089,0.7647058823529411,1,problem_13_15, 90000.0,0,-1
problem_13_16, 90000.0,0,-1,problem_13_49, 24669.970512390137,0.875,1,problem_13_50, 26034.058570861816,0.875,1,problem_13_16, 90000.0,0,-1
problem_13_17, 90000.0,0,-1,problem_13_5, 796.875,1.0,2,problem_13_6, 30572.60751724243,0.75,1,problem_13_17, 90000.0,0,-1
problem_13_18, 90000.0,0,-1,problem_13_50, 23462.368965148926,0.875,1,problem_13_7, 25560.97650527954,0.8823529411764706,1,problem_13_18, 90000.0,0,-1
problem_13_19, 90000.0,0,-1,problem_13_6, 25535.218954086304,0.625,1,problem_4_421, 7892.270565032959,1.0,1,problem_13_19, 90000.0,0,-1
problem_13_2, 90000.0,0,-1,problem_13_7, 20860.51058769226,0.7058823529411765,1,problem_4_422, 13518.61047744751,1.0,1,problem_13_2, 90000.0,0,-1
problem_13_20, 90000.0,0,-1,problem_13_8, 28665.24600982666,0.6428571428571429,1,problem_4_423, 12108.61849784851,1.0,1,problem_13_20, 90000.0,0,-1
problem_13_21, 90000.0,0,-1,problem_13_9, 28964.56813812256,0.6428571428571429,1,problem_4_424, 9937.188386917114,1.0,1,problem_13_21, 90000.0,0,-1
problem_13_22, 13703.099999999999,1.0,2,problem_4_421, 7692.1226978302,1.0,1,problem_4_425, 11267.56477355957,1.0,1,problem_13_22, 13500.0,1.0,2
problem_13_23, 90000.0,0,-1,problem_4_422, 13011.271238327026,1.0,1,problem_4_426, 9960.29782295227,1.0,1,problem_13_23, 90000.0,0,-1
problem_13_24, 90000.0,0,-1,problem_4_423, 11887.50410079956,1.0,1,problem_4_427, 9886.295557022095,1.0,1,problem_13_24, 90000.0,0,-1
problem_13_25, 90000.0,0,-1,problem_4_424, 9798.702955245972,1.0,1,problem_4_428, 12039.950132369995,1.0,1,problem_13_25, 90000.0,0,-1
problem_13_26, 90000.0,0,-1,problem_4_425, 10741.58263206482,1.0,1,problem_4_429, 11160.590171813965,1.0,1,problem_13_26, 90000.0,0,-1
problem_13_27, 90000.0,0,-1,problem_4_426, 9725.478887557983,1.0,1,problem_4_430, 10985.521793365479,1.0,1,problem_13_27, 90000.0,0,-1
problem_13_28, 6656.25,1.0,2,problem_4_427, 9748.158931732178,1.0,1,problem_4_431, 9948.014736175537,1.0,1,problem_13_28, 6578.12,1.0,2
problem_13_29, 90000.0,0,-1,problem_4_428, 12037.382364273071,1.0,1,problem_4_432, 11180.009365081787,1.0,1,problem_13_29, 90000.0,0,-1
problem_13_3, 90000.0,0,-1,problem_4_429, 10678.516149520874,1.0,1,problem_4_433, 11186.330556869507,1.0,1,problem_13_3, 90000.0,0,-1
problem_13_30, 90000.0,0,-1,problem_4_430, 10772.940874099731,1.0,1,problem_4_434, 9950.481653213501,1.0,1,problem_13_30, 90000.0,0,-1
problem_13_31, 90000.0,0,-1,problem_4_431, 9838.996887207031,1.0,1,problem_4_435, 12150.247812271118,1.0,1,problem_13_31, 90000.0,0,-1
problem_13_32, 90000.0,0,-1,problem_4_432, 10676.502466201782,1.0,1,problem_4_436, 6656.595706939697,1.0,1,problem_13_32, 90000.0,0,-1
problem_13_33, 90000.0,0,-1,problem_4_433, 10914.510488510132,1.0,1,problem_4_437, 8864.426374435425,1.0,1,problem_13_33, 90000.0,0,-1
problem_13_34, 90000.0,0,-1,problem_4_434, 9638.470888137817,1.0,1,problem_4_438, 12479.497194290161,1.0,1,problem_13_34, 90000.0,0,-1
problem_13_35, 125.0,1.0,2,problem_4_435, 11859.224796295166,1.0,1,problem_4_439, 10046.570777893066,1.0,1,problem_13_35, 109.375,1.0,2
problem_13_36, 90000.0,0,-1,problem_4_436, 6673.887729644775,1.0,1,problem_4_440, 8797.67632484436,1.0,1,problem_13_36, 90000.0,0,-1
problem_13_37, 18234.4,1.0,2,problem_4_437, 8776.495218276978,1.0,1,problem_4_441, 12217.858791351318,1.0,1,problem_13_37, 17953.1,1.0,2
problem_13_38, 90000.0,0,-1,problem_4_438, 11805.522918701172,1.0,1,problem_4_442, 12273.91266822815,1.0,1,problem_13_38, 90000.0,0,-1
problem_13_39, 10.790824890136719,0.9411764705882353,1,problem_4_439, 9782.864093780518,1.0,1,problem_4_443, 10977.127075195312,1.0,1,problem_13_39, 90000.0,0,-1
problem_13_4, 90000.0,0,-1,problem_4_440, 8610.872983932495,1.0,1,problem_4_444, 12218.683242797852,1.0,1,problem_13_4, 90000.0,0,-1
problem_13_40, 90000.0,0,-1,problem_4_441, 11760.54835319519,1.0,1,problem_4_445, 10097.982406616211,1.0,1,problem_13_40, 90000.0,0,-1
problem_13_41, 90000.0,0,-1,problem_4_442, 11775.339126586914,1.0,1,problem_4_446, 12062.47591972351,1.0,1,problem_13_41, 90000.0,0,-1
problem_13_42, 30390.6,1.0,2,problem_4_443, 10925.215005874634,1.0,1,problem_4_447, 12440.44804573059,1.0,1,problem_13_42, 29640.6,1.0,2
problem_13_43, 90000.0,0,-1,problem_4_444, 11920.695543289185,1.0,1,problem_4_448, 10005.976438522339,1.0,1,problem_13_43, 90000.0,0,-1
problem_13_44, 24687.5,1.0,2,problem_4_445, 9916.248083114624,1.0,1,problem_4_449, 11111.607313156128,1.0,1,problem_13_44, 25000.0,1.0,2
problem_13_45, 90000.0,0,-1,problem_4_446, 12024.359941482544,1.0,1,problem_4_450, 13322.41702079773,1.0,1,problem_13_45, 90000.0,0,-1
problem_13_46, 90000.0,0,-1,problem_4_447, 11907.49979019165,1.0,1,problem_4_451, 11160.224676132202,1.0,1,problem_13_46, 90000.0,0,-1
problem_13_47, 90000.0,0,-1,problem_4_448, 9756.798267364502,1.0,1,problem_4_452, 12347.45168685913,1.0,1,problem_13_47, 90000.0,0,-1
problem_13_48, 11.566638946533203,0.5,1,problem_4_449, 10809.617519378662,1.0,1,problem_4_453, 12305.68552017212,1.0,1,problem_13_48, 90000.0,0,-1
problem_13_49, 90000.0,0,-1,problem_4_450, 11843.47653388977,1.0,1,problem_4_454, 11345.924139022827,1.0,1,problem_13_49, 90000.0,0,-1
problem_13_5, 781.25,1.0,2,problem_4_451, 10658.90097618103,1.0,1,problem_4_455, 11245.472431182861,1.0,1,problem_13_5, 765.625,1.0,2
problem_13_50, 90000.0,0,-1,problem_4_452, 12252.058029174805,1.0,1,problem_4_456, 10141.790390014648,1.0,1,problem_13_50, 90000.0,0,-1
problem_13_6, 265.625,1.0,2,problem_4_453, 11720.171689987183,1.0,1,problem_4_457, 10063.189029693604,1.0,1,problem_13_6, 250.0,1.0,2
problem_13_7, 45468.8,1.0,2,problem_4_454, 11108.578205108643,1.0,1,problem_4_458, 11275.112628936768,1.0,1,problem_13_7, 45671.9,1.0,2
problem_13_8, 90000.0,0,-1,problem_4_455, 10927.497386932373,1.0,1,problem_4_459, 11151.160717010498,1.0,1,problem_13_8, 90000.0,0,-1
problem_13_9, 90000.0,0,-1,problem_4_456, 9874.892950057983,1.0,1,problem_4_460, 8871.947050094604,1.0,1,problem_13_9, 90000.0,0,-1
problem_4_421, 0.0,1.0,2,problem_4_457, 9722.32699394226,1.0,1,problem_4_461, 12448.531150817871,1.0,1,problem_4_421, 0.0,1.0,2
problem_4_422, 0.0,1.0,2,problem_4_458, 10864.495277404785,1.0,1,problem_4_462, 11275.793075561523,1.0,1,problem_4_422, 0.0,1.0,2
problem_4_423, 0.0,1.0,2,problem_4_459, 10621.047973632812,1.0,1,problem_4_463, 9030.978679656982,1.0,1,problem_4_423, 0.0,1.0,2
problem_4_424, 6.827116012573242,0.6666666666666666,1,problem_4_460, 8545.881748199463,1.0,1,problem_4_464, 12437.951803207397,1.0,1,problem_4_424, 0.0,1.0,2
problem_4_425, 0.0,1.0,2,problem_4_461, 11996.30331993103,1.0,1,problem_4_465, 12160.365343093872,1.0,1,problem_4_425, 0.0,1.0,2
problem_4_426, 0.0,1.0,2,problem_4_462, 11097.920179367065,1.0,1,problem_4_466, 10064.213037490845,1.0,1,problem_4_426, 0.0,1.0,2
problem_4_427, 0.0,1.0,2,problem_4_463, 8628.50022315979,1.0,1,problem_4_467, 11123.20065498352,1.0,1,problem_4_427, 0.0,1.0,2
problem_4_428, 0.0,1.0,2,problem_4_464, 11976.583480834961,1.0,1,problem_4_468, 10974.178552627563,1.0,1,problem_4_428, 0.0,1.0,2
problem_4_429, 0.0,1.0,2,problem_4_465, 11818.678140640259,1.0,1,problem_4_469, 11193.51053237915,1.0,1,problem_4_429, 0.0,1.0,2
problem_4_430, 7.437467575073242,0.6666666666666666,1,problem_4_466, 9712.528467178345,1.0,1,problem_4_470, 11047.743320465088,1.0,1,problem_4_430, 0.0,1.0,2
problem_4_431, 0.0,1.0,2,problem_4_467, 10699.708700180054,1.0,1,problem_5_1, 12494.14348602295,1.0,1,problem_4_431, 0.0,1.0,2
problem_4_432, 0.0,1.0,2,problem_4_468, 10641.89887046814,1.0,1,problem_5_10, 12471.007585525513,1.0,1,problem_4_432, 0.0,1.0,2
problem_4_433, 0.0,1.0,2,problem_4_469, 10554.76975440979,1.0,1,problem_5_11, 14729.335308074951,1.0,1,problem_4_433, 0.0,1.0,2
problem_4_434, 0.0,1.0,2,problem_4_470, 10919.950485229492,1.0,1,problem_5_12, 15991.323947906494,1.0,1,problem_4_434, 0.0,1.0,2
problem_4_435, 0.0,1.0,2,problem_5_1, 12039.121627807617,1.0,1,problem_5_13, 13536.976337432861,1.0,1,problem_4_435, 0.0,1.0,2
problem_4_436, 0.0,1.0,2,problem_5_10, 11770.750284194946,1.0,1,problem_5_14, 12386.93380355835,1.0,1,problem_4_436, 0.0,1.0,2
problem_4_437, 7.169008255004883,0.7142857142857143,1,problem_5_11, 14157.785892486572,1.0,1,problem_5_15, 13599.774360656738,1.0,1,problem_4_437, 0.0,1.0,2
problem_4_438, 0.0,1.0,2,problem_5_12, 16481.43219947815,1.0,1,problem_5_16, 13707.062482833862,1.0,1,problem_4_438, 15.625,1.0,2
problem_4_439, 0.0,1.0,2,problem_5_13, 13145.622491836548,1.0,1,problem_5_17, 13814.680814743042,1.0,1,problem_4_439, 0.0,1.0,2
problem_4_440, 0.0,1.0,2,problem_5_14, 12119.900226593018,1.0,1,problem_5_18, 12327.42190361023,1.0,1,problem_4_440, 0.0,1.0,2
problem_4_441, 0.0,1.0,2,problem_5_15, 13006.619453430176,1.0,1,problem_5_19, 13705.986261367798,1.0,1,problem_4_441, 0.0,1.0,2
problem_4_442, 0.0,1.0,2,problem_5_16, 12895.925521850586,1.0,1,problem_5_2, 14902.55331993103,1.0,1,problem_4_442, 0.0,1.0,2
problem_4_443, 0.0,1.0,2,problem_5_17, 13112.423419952393,1.0,1,problem_5_20, 14854.3541431427,1.0,1,problem_4_443, 0.0,1.0,2
problem_4_444, 0.0,1.0,2,problem_5_18, 12195.27816772461,1.0,1,problem_5_21, 13484.27128791809,1.0,1,problem_4_444, 0.0,1.0,2
problem_4_445, 7.709980010986328,0.5,1,problem_5_19, 13419.175148010254,1.0,1,problem_5_22, 13518.299102783203,1.0,1,problem_4_445, 0.0,1.0,2
problem_4_446, 0.0,1.0,2,problem_5_2, 14239.165782928467,1.0,1,problem_5_23, 18646.095514297485,1.0,1,problem_4_446, 0.0,1.0,2
problem_4_447, 0.0,1.0,2,problem_5_20, 14227.004528045654,1.0,1,problem_5_24, 12373.296737670898,1.0,1,problem_4_447, 0.0,1.0,2
problem_4_448, 0.0,1.0,2,problem_5_21, 13095.129489898682,1.0,1,problem_5_25, 15976.3662815094,1.0,1,problem_4_448, 0.0,1.0,2
problem_4_449, 0.0,1.0,2,problem_5_22, 13256.462812423706,1.0,1,problem_5_26, 15975.207805633545,1.0,1,problem_4_449, 0.0,1.0,2
problem_4_450, 0.0,1.0,2,problem_5_23, 15553.19857597351,1.0,1,problem_5_27, 13434.009075164795,1.0,1,problem_4_450, 0.0,1.0,2
problem_4_451, 15.073776245117188,0.6666666666666666,1,problem_5_24, 12047.866344451904,1.0,1,problem_5_28, 13959.674596786499,1.0,1,problem_4_451, 0.0,1.0,2
problem_4_452, 0.0,1.0,2,problem_5_25, 19215.26575088501,1.0,1,problem_5_29, 13776.015520095825,1.0,1,problem_4_452, 0.0,1.0,2
problem_4_453, 0.0,1.0,2,problem_5_26, 15389.353513717651,1.0,1,problem_5_3, 18475.72660446167,1.0,1,problem_4_453, 0.0,1.0,2
problem_4_454, 0.0,1.0,2,problem_5_27, 13244.472026824951,1.0,1,problem_5_30, 12357.912063598633,1.0,1,problem_4_454, 15.625,1.0,2
problem_4_455, 7.654666900634766,0.6666666666666666,1,problem_5_28, 13233.471393585205,1.0,1,problem_5_31, 12178.90214920044,1.0,1,problem_4_455, 0.0,1.0,2
problem_4_456, 0.0,1.0,2,problem_5_29, 15634.048461914062,1.0,1,problem_5_32, 15821.200609207153,1.0,1,problem_4_456, 0.0,1.0,2
problem_4_457, 0.0,1.0,2,problem_5_3, 17836.112022399902,1.0,1,problem_5_33, 14567.09885597229,1.0,1,problem_4_457, 0.0,1.0,2
problem_4_458, 0.0,1.0,2,problem_5_30, 12080.637693405151,1.0,1,problem_5_34, 11274.636268615723,1.0,1,problem_4_458, 0.0,1.0,2
problem_4_459, 11.587142944335938,0.8,1,problem_5_31, 11772.745132446289,1.0,1,problem_5_35, 15111.454725265503,1.0,1,problem_4_459, 15.625,1.0,2
problem_4_460, 0.0,1.0,2,problem_5_32, 15322.166681289673,1.0,1,problem_5_36, 13563.439130783081,1.0,1,problem_4_460, 0.0,1.0,2
problem_4_461, 0.0,1.0,2,problem_5_33, 14069.223880767822,1.0,1,problem_5_37, 14792.87338256836,1.0,1,problem_4_461, 0.0,1.0,2
problem_4_462, 11.77835464477539,0.6666666666666666,1,problem_5_34, 11061.58447265625,1.0,1,problem_5_38, 17156.33273124695,1.0,1,problem_4_462, 0.0,1.0,2
problem_4_463, 7.699728012084961,0.6666666666666666,1,problem_5_35, 14290.382862091064,1.0,1,problem_5_39, 11301.69415473938,1.0,1,problem_4_463, 0.0,1.0,2
problem_4_464, 7.628917694091797,0.8,1,problem_5_36, 12945.342063903809,1.0,1,problem_5_4, 17612.20955848694,1.0,1,problem_4_464, 15.625,1.0,2
problem_4_465, 0.0,1.0,2,problem_5_37, 14294.91114616394,1.0,1,problem_5_40, 16078.633785247803,1.0,1,problem_4_465, 15.625,1.0,2
problem_4_466, 0.0,1.0,2,problem_5_38, 16488.454818725586,1.0,1,problem_5_41, 12261.53039932251,1.0,1,problem_4_466, 0.0,1.0,2
problem_4_467, 0.0,1.0,2,problem_5_39, 10997.748613357544,1.0,1,problem_5_42, 13956.38918876648,1.0,1,problem_4_467, 0.0,1.0,2
problem_4_468, 8.117437362670898,0.8333333333333334,1,problem_5_4, 16548.2017993927,1.0,1,problem_5_43, 13520.8158493042,1.0,1,problem_4_468, 15.625,1.0,2
problem_4_469, 12.647628784179688,0.6666666666666666,1,problem_5_40, 15403.11861038208,1.0,1,problem_5_44, 17262.596368789673,1.0,1,problem_4_469, 15.625,1.0,2
problem_4_470, 0.0,1.0,2,problem_5_41, 12080.185413360596,1.0,1,problem_5_45, 20993.900299072266,1.0,1,problem_4_470, 0.0,1.0,2
problem_5_1, 0.0,1.0,2,problem_5_42, 13222.747087478638,1.0,1,problem_5_46, 12334.7909450531,1.0,1,problem_5_1, 0.0,1.0,2
problem_5_10, 0.0,1.0,2,problem_5_43, 12889.190196990967,1.0,1,problem_5_47, 13579.71715927124,1.0,1,problem_5_10, 0.0,1.0,2
problem_5_11, 15.625,1.0,2,problem_5_44, 16394.346714019775,1.0,1,problem_5_48, 14654.445171356201,1.0,1,problem_5_11, 0.0,1.0,2
problem_5_12, 15.625,1.0,2,problem_5_45, 20035.71128845215,1.0,1,problem_5_49, 13560.740232467651,1.0,1,problem_5_12, 0.0,1.0,2
problem_5_13, 0.0,1.0,2,problem_5_46, 11871.443510055542,1.0,1,problem_5_5, 16245.766878128052,1.0,1,problem_5_13, 0.0,1.0,2
problem_5_14, 0.0,1.0,2,problem_5_47, 13184.25726890564,1.0,1,problem_5_50, 13651.008129119873,1.0,1,problem_5_14, 0.0,1.0,2
problem_5_15, 0.0,1.0,2,problem_5_48, 14297.38998413086,1.0,1,problem_5_6, 14570.420503616333,1.0,1,problem_5_15, 0.0,1.0,2
problem_5_16, 7.805824279785156,0.7142857142857143,1,problem_5_49, 13026.138305664062,1.0,1,problem_5_7, 13583.832263946533,1.0,1,problem_5_16, 0.0,1.0,2
problem_5_17, 0.0,1.0,2,problem_5_5, 15221.508502960205,1.0,1,problem_5_8, 20665.560722351074,1.0,1,problem_5_17, 0.0,1.0,2
problem_5_18, 0.0,1.0,2,problem_5_50, 13257.118701934814,1.0,1,problem_5_9, 12483.31093788147,1.0,1,problem_5_18, 0.0,1.0,2
"=SUBTOTAL(3,A2:A261)","=SUBTOTAL(1,B2:B261)","=SUBTOTAL(1,C2:C261)","=COUNTIF(D2:D261,1)","=SUBTOTAL(3,E2:E261)","=SUBTOTAL(1,F2:F261)","=SUBTOTAL(1,G2:G261)","=COUNTIF(H2:H261,1)","=SUBTOTAL(3,I2:I261)","=SUBTOTAL(1,J2:J261)","=SUBTOTAL(1,K2:K261)","=COUNTIF(L2:L261,1)","=SUBTOTAL(3,M2:M261)","=SUBTOTAL(1,N2:N261)","=SUBTOTAL(1,O2:O261)","=COUNTIF(P2:P261,1)",
