Problem-JAC,Jaccard,Correctness-JAC,Sys-JAC,Problem-PF,SOFAIxPlansformers,Correctness-PF,Sys-PF,Problem-MIX,SOFAIxPlanning,Correctness-MIX,Sys-MIX,Problem-FD,Fast Downward,Correctness-FD,Sys-FD
problem_05_0007,0.0,1.0,2,problem_05_0007,13292.768955230713,1.0,1,problem_05_0008,19496.77276611328,1.0,1,problem_05_0007,0.0,1.0,2
problem_05_0008,0.0,1.0,2,problem_05_0008,18767.046451568604,1.0,1,problem_05_0009,12041.442155838013,1.0,1,problem_05_0008,0.0,1.0,2
problem_05_0009,38.099050521850586,0.7142857142857143,1,problem_05_0009,12118.111848831177,1.0,1,problem_05_0010,12042.872667312622,1.0,1,problem_05_0009,0.0,1.0,2
problem_05_0010,0.0,1.0,2,problem_05_0010,11469.460725784302,1.0,1,problem_05_0011,14468.791246414185,1.0,1,problem_05_0010,0.0,1.0,2
problem_05_0011,0.0,1.0,2,problem_05_0011,13624.902725219728,1.0,1,problem_05_0012,16864.352703094482,1.0,1,problem_05_0011,0.0,1.0,2
problem_05_0012,28.902292251586918,0.5,1,problem_05_0012,14529.69479560852,1.0,1,problem_05_0013,13307.607650756836,1.0,1,problem_05_0012,0.0,1.0,2
problem_05_0013,0.0,1.0,2,problem_05_0013,12516.088962554932,1.0,1,problem_05_0014,12321.443796157835,1.0,1,problem_05_0013,0.0,1.0,2
problem_05_0014,0.0,1.0,2,problem_05_0014,11346.551656723022,1.0,1,problem_05_0015,13503.70955467224,1.0,1,problem_05_0014,0.0,1.0,2
problem_05_0015,31.95118904113769,1.0,1,problem_05_0015,13364.455223083496,1.0,1,problem_05_0016,13323.297023773192,1.0,1,problem_05_0015,0.0,1.0,2
problem_05_0016,29.653549194335938,0.7142857142857143,1,problem_05_0016,12771.25120162964,1.0,1,problem_05_0017,13814.78214263916,1.0,1,problem_05_0016,0.0,1.0,2
problem_05_0017,30.2736759185791,0.7142857142857143,1,problem_05_0017,13247.730255126951,1.0,1,problem_05_0018,12245.651483535768,1.0,1,problem_05_0017,0.0,1.0,2
problem_05_0018,0.0,1.0,2,problem_05_0018,11857.780933380129,1.0,1,problem_05_0019,13332.612991333008,1.0,1,problem_05_0018,0.0,1.0,2
problem_05_0019,32.04488754272461,0.5714285714285714,1,problem_05_0019,12601.86505317688,1.0,1,problem_05_0020,14837.875127792358,1.0,1,problem_05_0019,15.625,1.0,2
problem_05_0020,0.0,1.0,2,problem_05_0020,13718.230485916138,1.0,1,problem_05_0021,13486.51123046875,1.0,1,problem_05_0020,0.0,1.0,2
problem_05_0021,0.0,1.0,2,problem_05_0021,12427.347898483276,1.0,1,problem_05_0022,13319.146633148192,1.0,1,problem_05_0021,0.0,1.0,2
problem_05_0022,31.35395050048828,1.0,1,problem_05_0022,12420.737743377686,1.0,1,problem_05_0023,15655.330419540403,1.0,1,problem_05_0022,15.625,1.0,2
problem_05_0023,0.0,1.0,2,problem_05_0023,14999.106645584106,1.0,1,problem_05_0024,12121.66428565979,1.0,1,problem_05_0023,0.0,1.0,2
problem_05_0024,30.78556060791016,0.5714285714285714,1,problem_05_0024,11537.525177001951,1.0,1,problem_05_0025,18912.27769851685,1.0,1,problem_05_0024,0.0,1.0,2
problem_05_0025,0.0,1.0,2,problem_05_0025,18214.938402175903,1.0,1,problem_05_0026,15525.314331054688,1.0,1,problem_05_0025,0.0,1.0,2
problem_05_0026,15.625,1.0,2,problem_05_0026,14384.368181228638,1.0,1,problem_05_0027,13362.683773040771,1.0,1,problem_05_0026,0.0,1.0,2
problem_05_0027,34.725189208984375,0.8333333333333334,1,problem_05_0027,12509.864568710327,1.0,1,problem_05_0028,13197.288274765016,1.0,1,problem_05_0027,15.625,1.0,2
problem_05_0028,0.0,1.0,2,problem_05_0028,12844.217538833618,1.0,1,problem_05_0029,15815.524101257324,1.0,1,problem_05_0028,0.0,1.0,2
problem_05_0029,0.0,1.0,2,problem_05_0029,12714.27059173584,1.0,1,problem_05_0030,12207.39722251892,1.0,1,problem_05_0029,0.0,1.0,2
problem_05_0030,31.760692596435547,0.75,1,problem_05_0030,11554.66604232788,1.0,1,problem_05_0031,12065.213441848757,1.0,1,problem_05_0030,0.0,1.0,2
problem_05_0031,0.0,1.0,2,problem_05_0031,11409.96241569519,1.0,1,problem_05_0032,15651.226043701172,1.0,1,problem_05_0031,0.0,1.0,2
problem_05_0032,0.0,1.0,2,problem_05_0032,14653.398752212524,1.0,1,problem_05_0033,14507.713317871094,1.0,1,problem_05_0032,0.0,1.0,2
problem_05_0033,34.09719467163086,0.8333333333333334,1,problem_05_0033,13242.18726158142,1.0,1,problem_05_0034,11040.952920913696,1.0,1,problem_05_0033,15.625,1.0,2
problem_05_0034,0.0,1.0,2,problem_05_0034,10954.609870910645,1.0,1,problem_05_0035,14662.21523284912,1.0,1,problem_05_0034,0.0,1.0,2
problem_05_0035,0.0,1.0,2,problem_05_0035,15799.918413162231,1.0,1,problem_05_0036,13219.31767463684,1.0,1,problem_05_0035,0.0,1.0,2
problem_05_0036,0.0,1.0,2,problem_05_0036,12864.543437957764,1.0,1,problem_05_0037,14330.140829086304,1.0,1,problem_05_0036,0.0,1.0,2
problem_05_0037,39.66808319091797,0.8333333333333334,1,problem_05_0037,13483.97707939148,1.0,1,problem_05_0038,16647.69697189331,1.0,1,problem_05_0037,0.0,1.0,2
problem_05_0038,0.0,1.0,2,problem_05_0038,15852.787017822266,1.0,1,problem_05_0039,11168.59745979309,1.0,1,problem_05_0038,15.625,1.0,2
problem_05_0039,35.37750244140625,0.5714285714285714,1,problem_05_0039,10861.690521240234,1.0,1,problem_05_0040,15785.043716430664,1.0,1,problem_05_0039,0.0,1.0,2
problem_05_0040,0.0,1.0,2,problem_05_0040,14590.009212493896,1.0,1,problem_05_0041,12303.735494613647,1.0,1,problem_05_0040,0.0,1.0,2
problem_05_0041,34.41286087036133,0.7142857142857143,1,problem_05_0041,11613.704442977903,1.0,1,problem_05_0042,13438.649892807009,1.0,1,problem_05_0041,0.0,1.0,2
problem_05_0042,34.93857383728027,0.5714285714285714,1,problem_05_0042,12500.182151794434,1.0,1,problem_05_0043,13255.350351333618,1.0,1,problem_05_0042,0.0,1.0,2
problem_05_0043,35.69889068603516,0.5,1,problem_05_0043,12494.56238746643,1.0,1,problem_05_0044,16946.523189544678,1.0,1,problem_05_0043,0.0,1.0,2
problem_05_0044,35.18819808959961,0.8571428571428571,1,problem_05_0044,15671.58818244934,1.0,1,problem_05_0045,20329.58388328552,1.0,1,problem_05_0044,0.0,1.0,2
problem_05_0045,38.36750984191895,0.6666666666666666,1,problem_05_0045,18901.18932723999,1.0,1,problem_05_0046,12142.754793167114,1.0,1,problem_05_0045,15.625,1.0,2
problem_05_0046,41.60737991333008,0.8333333333333334,1,problem_05_0046,11567.365884780884,1.0,1,problem_05_0047,13079.939126968384,1.0,1,problem_05_0046,0.0,1.0,2
problem_05_0047,34.85679626464844,0.8333333333333334,1,problem_05_0047,12564.06283378601,1.0,1,problem_05_0048,14195.261001586914,1.0,1,problem_05_0047,0.0,1.0,2
problem_05_0048,34.09433364868164,0.8333333333333334,1,problem_05_0048,13420.689821243286,1.0,1,problem_05_0049,13251.53636932373,1.0,1,problem_05_0048,0.0,1.0,2
problem_05_0049,15.625,1.0,2,problem_05_0049,12710.25538444519,1.0,1,problem_05_0050,13107.948064804075,1.0,1,problem_05_0049,0.0,1.0,2
problem_05_0050,0.0,1.0,2,problem_05_0050,12628.036260604858,1.0,1,problem_05_0051,12200.449228286743,1.0,2,problem_05_0050,15.625,1.0,2
problem_05_0051,33.887386322021484,0.5,1,problem_05_0051,11626.55782699585,0.8333333333333334,1,problem_05_0052,12298.90513420105,1.0,1,problem_05_0051,15.625,1.0,2
problem_05_0052,37.2471809387207,0.7142857142857143,1,problem_05_0052,11691.526651382446,1.0,1,problem_05_0053,12317.827224731443,1.0,1,problem_05_0052,0.0,1.0,2
problem_05_0053,34.55066680908203,0.5714285714285714,1,problem_05_0053,11542.95802116394,1.0,1,problem_05_0054,12049.79395866394,1.0,1,problem_05_0053,0.0,1.0,2
problem_05_0054,34.162282943725586,0.5,1,problem_05_0054,11515.780687332152,1.0,1,problem_05_0055,14109.071731567385,1.0,1,problem_05_0054,15.625,1.0,2
problem_05_0055,0.0,1.0,2,problem_05_0055,12604.645252227783,1.0,1,problem_05_0056,14764.416217803957,1.0,1,problem_05_0055,0.0,1.0,2
problem_05_0056,39.99590873718262,0.7142857142857143,1,problem_05_0056,13775.504350662231,1.0,1,problem_05_0057,13434.892416000366,1.0,1,problem_05_0056,0.0,1.0,2
problem_05_0057,0.0,1.0,2,problem_05_0057,12505.998849868774,1.0,1,problem_05_0058,13185.193061828611,1.0,1,problem_05_0057,0.0,1.0,2
problem_05_0058,0.0,1.0,2,problem_05_0058,12826.239109039308,1.0,1,problem_05_0059,12273.051977157593,1.0,1,problem_05_0058,0.0,1.0,2
problem_05_0059,34.99174118041992,0.5714285714285714,1,problem_05_0059,12058.6576461792,1.0,1,problem_05_0060,12159.02590751648,1.0,1,problem_05_0059,0.0,1.0,2
problem_05_0060,0.0,1.0,2,problem_05_0060,12144.243478775024,1.0,1,problem_05_0061,12290.517568588257,1.0,2,problem_05_0060,0.0,1.0,2
problem_05_0061,0.0,1.0,2,problem_05_0061,12136.475801467896,0.8333333333333334,1,problem_05_0062,12739.69316482544,1.0,1,problem_05_0061,0.0,1.0,2
problem_05_0062,37.1851921081543,0.5,1,problem_05_0062,12366.75500869751,1.0,1,problem_05_0063,13124.11880493164,1.0,1,problem_05_0062,0.0,1.0,2
problem_05_0063,40.08793830871582,0.5714285714285714,1,problem_05_0063,13023.853778839111,1.0,1,problem_05_0064,11983.757257461548,1.0,1,problem_05_0063,0.0,1.0,2
problem_05_0064,0.0,1.0,2,problem_05_0064,12084.171772003174,1.0,1,problem_05_0065,12908.865928649902,1.0,1,problem_05_0064,0.0,1.0,2
problem_05_0065,0.0,1.0,2,problem_05_0065,13316.994190216064,1.0,1,problem_05_0066,12983.32929611206,1.0,1,problem_05_0065,0.0,1.0,2
problem_05_0066,33.858537673950195,0.8333333333333334,1,problem_05_0066,13187.419652938845,1.0,1,problem_05_0067,15150.30837059021,1.0,1,problem_05_0066,0.0,1.0,2
problem_05_0067,44.28744316101074,0.6666666666666666,1,problem_05_0067,15948.465585708618,1.0,1,problem_05_0068,14155.194520950316,1.0,1,problem_05_0067,15.625,1.0,2
problem_05_0068,0.0,1.0,2,problem_05_0068,14291.013956069946,1.0,1,problem_05_0069,10922.265768051147,1.0,1,problem_05_0068,0.0,1.0,2
problem_05_0069,34.57045555114746,0.5,1,problem_05_0069,10927.91748046875,1.0,1,problem_05_0070,11927.445650100708,1.0,1,problem_05_0069,0.0,1.0,2
problem_05_0070,0.0,1.0,2,problem_05_0070,12227.49376296997,1.0,1,problem_05_0071,13531.817197799684,1.0,2,problem_05_0070,0.0,1.0,2
problem_05_0071,36.355018615722656,0.5714285714285714,1,problem_05_0071,13080.732583999634,0.8571428571428571,1,problem_05_0072,13547.20902442932,1.0,1,problem_05_0071,0.0,1.0,2
problem_05_0072,34.052133560180664,0.6666666666666666,1,problem_05_0072,13199.173927307129,1.0,1,problem_05_0073,13324.806690216064,1.0,1,problem_05_0072,0.0,1.0,2
problem_05_0073,36.15283966064453,0.7142857142857143,1,problem_05_0073,13137.658596038818,1.0,1,problem_05_0074,18766.957759857178,1.0,1,problem_05_0073,0.0,1.0,2
problem_05_0074,44.86918449401856,1.0,1,problem_05_0074,18957.93652534485,1.0,1,problem_05_0075,13066.215753555298,1.0,1,problem_05_0074,0.0,1.0,2
problem_05_0075,40.862321853637695,0.8571428571428571,1,problem_05_0075,13361.537456512451,1.0,1,problem_05_0076,12185.755252838137,1.0,1,problem_05_0075,15.625,1.0,2
problem_05_0076,38.01321983337402,0.7142857142857143,1,problem_05_0076,11986.654281616213,1.0,1,problem_05_0077,13092.37813949585,1.0,1,problem_05_0076,0.0,1.0,2
problem_05_0077,15.625,1.0,2,problem_05_0077,12992.242336273192,1.0,1,problem_05_0078,13245.063066482544,1.0,1,problem_05_0077,0.0,1.0,2
problem_05_0078,37.96863555908203,0.5,1,problem_05_0078,12935.582637786863,1.0,1,problem_05_0079,15527.348041534424,1.0,1,problem_05_0078,15.625,1.0,2
problem_05_0079,36.21697425842285,0.5714285714285714,1,problem_05_0079,15605.820178985596,1.0,1,problem_05_0080,10872.35403060913,1.0,1,problem_05_0079,0.0,1.0,2
problem_05_0080,0.0,1.0,2,problem_05_0080,10774.02925491333,1.0,1,problem_05_0081,13145.567655563354,1.0,1,problem_05_0080,0.0,1.0,2
problem_05_0081,34.03902053833008,0.8333333333333334,1,problem_05_0081,13063.128471374512,1.0,1,problem_05_0082,12171.382427215576,1.0,1,problem_05_0081,15.625,1.0,2
problem_05_0082,35.697221755981445,0.75,1,problem_05_0082,12044.597864151,1.0,1,problem_05_0083,14869.007349014282,1.0,1,problem_05_0082,0.0,1.0,2
problem_05_0083,0.0,1.0,2,problem_05_0083,14436.78617477417,1.0,1,problem_05_0084,21175.782680511475,1.0,1,problem_05_0083,0.0,1.0,2
problem_05_0084,15.625,1.0,2,problem_05_0084,18222.11599349976,1.0,1,problem_05_0085,11916.515827178957,1.0,1,problem_05_0084,0.0,1.0,2
problem_05_0085,40.26365280151367,0.7142857142857143,1,problem_05_0085,12042.360544204712,1.0,1,problem_05_0086,13162.514448165894,1.0,1,problem_05_0085,15.625,1.0,2
problem_05_0086,35.41088104248047,0.8333333333333334,1,problem_05_0086,13048.198223114014,1.0,1,problem_05_0087,12016.47138595581,1.0,1,problem_05_0086,0.0,1.0,2
problem_05_0087,0.0,1.0,2,problem_05_0087,12175.653219223022,1.0,1,problem_05_0088,11003.000497817991,1.0,1,problem_05_0087,0.0,1.0,2
problem_05_0088,36.03959083557129,0.5,1,problem_05_0088,11001.957178115845,1.0,1,problem_05_0089,13377.94280052185,1.0,1,problem_05_0088,0.0,1.0,2
problem_05_0089,36.53955459594727,0.5,1,problem_05_0089,13334.470272064207,1.0,1,problem_05_0090,16475.35014152527,1.0,2,problem_05_0089,0.0,1.0,2
problem_05_0090,35.71629524230957,0.6666666666666666,1,problem_05_0090,16292.04797744751,0.8333333333333334,1,problem_05_0091,13583.195686340332,1.0,1,problem_05_0090,0.0,1.0,2
problem_05_0091,37.06812858581543,0.5,1,problem_05_0091,13599.696397781372,1.0,1,problem_05_0092,13161.008358001707,1.0,1,problem_05_0091,0.0,1.0,2
problem_05_0092,38.08712959289551,0.7142857142857143,1,problem_05_0092,13165.46106338501,1.0,1,problem_05_0093,11019.210577011108,1.0,1,problem_05_0092,15.625,1.0,2
problem_05_0093,38.13934326171875,0.5714285714285714,1,problem_05_0093,11005.25999069214,1.0,1,problem_05_0094,11029.877662658691,1.0,1,problem_05_0093,0.0,1.0,2
problem_05_0094,36.678314208984375,0.5714285714285714,1,problem_05_0094,10976.833581924438,1.0,1,problem_05_0095,12296.952962875366,1.0,1,problem_05_0094,0.0,1.0,2
problem_05_0095,36.8952751159668,0.75,1,problem_05_0095,12779.02126312256,1.0,1,problem_05_0096,11097.341537475586,1.0,1,problem_05_0095,0.0,1.0,2
problem_05_0096,37.6737117767334,0.8571428571428571,1,problem_05_0096,10984.498977661133,1.0,1,problem_05_0097,14270.965337753296,1.0,1,problem_05_0096,0.0,1.0,2
problem_05_0097,37.9478931427002,0.6666666666666666,1,problem_05_0097,14237.229108810425,1.0,1,problem_05_0098,12959.974527359009,1.0,1,problem_05_0097,0.0,1.0,2
problem_05_0098,38.45334053039551,0.5714285714285714,1,problem_05_0098,13003.764629364014,1.0,1,problem_05_0099,16696.518421173096,1.0,1,problem_05_0098,0.0,1.0,2
problem_05_0099,0.0,1.0,2,problem_05_0099,21511.640071868896,1.0,1,problem_05_0100,12148.255586624146,1.0,1,problem_05_0099,0.0,1.0,2
problem_05_0100,0.0,1.0,2,problem_05_0100,11363.959312438965,1.0,1,problem_05_0101,11036.092042922974,1.0,1,problem_05_0100,0.0,1.0,2
problem_05_0101,0.0,1.0,2,problem_05_0101,10370.466947555542,1.0,1,problem_05_0102,11189.206838607788,1.0,1,problem_05_0101,0.0,1.0,2
problem_05_0102,0.0,1.0,2,problem_05_0102,10471.332550048828,1.0,1,problem_05_0103,14483.520984649658,1.0,1,problem_05_0102,15.625,1.0,2
problem_05_0103,0.0,1.0,2,problem_05_0103,13543.638467788696,1.0,1,problem_05_0104,17808.3233833313,1.0,1,problem_05_0103,0.0,1.0,2
problem_05_0104,0.0,1.0,2,problem_05_0104,16531.01134300232,1.0,1,problem_05_0105,12106.725692749023,1.0,1,problem_05_0104,0.0,1.0,2
problem_05_0105,0.0,1.0,2,problem_05_0105,11493.3602809906,1.0,1,problem_05_0106,12127.315759658812,1.0,1,problem_05_0105,0.0,1.0,2
problem_05_0106,0.0,1.0,2,problem_05_0106,11544.381618499756,1.0,1,problem_05_0107,14364.798307418823,1.0,1,problem_05_0106,0.0,1.0,2
problem_05_0107,15.625,1.0,2,problem_05_0107,13664.914846420288,1.0,1,problem_05_0108,14261.23857498169,1.0,1,problem_05_0107,0.0,1.0,2
problem_05_0108,0.0,1.0,2,problem_05_0108,13326.676607131958,1.0,1,problem_05_0109,13665.319204330444,1.0,1,problem_05_0108,15.625,1.0,2
problem_05_0109,0.0,1.0,2,problem_05_0109,12518.247365951538,1.0,1,problem_05_0110,12322.563409805298,1.0,1,problem_05_0109,0.0,1.0,2
problem_05_0110,0.0,1.0,2,problem_05_0110,11590.92140197754,1.0,1,problem_05_0111,14815.407276153564,1.0,1,problem_05_0110,0.0,1.0,2
problem_05_0111,28.01823616027832,0.7142857142857143,1,problem_05_0111,13564.725399017334,1.0,1,problem_05_0112,12324.79166984558,1.0,1,problem_05_0111,15.625,1.0,2
problem_05_0112,0.0,1.0,2,problem_05_0112,11338.801860809326,1.0,1,problem_05_0113,12246.57678604126,1.0,1,problem_05_0112,0.0,1.0,2
problem_05_0113,0.0,1.0,2,problem_05_0113,11312.605142593384,1.0,1,problem_05_0114,12492.664337158203,1.0,1,problem_05_0113,0.0,1.0,2
problem_05_0114,15.625,1.0,2,problem_05_0114,11582.41367340088,1.0,1,problem_05_0115,13437.122344970703,1.0,1,problem_05_0114,0.0,1.0,2
problem_05_0115,0.0,1.0,2,problem_05_0115,12627.124547958374,1.0,1,problem_05_0116,13585.712194442747,1.0,1,problem_05_0115,0.0,1.0,2
problem_05_0116,0.0,1.0,2,problem_05_0116,12341.095685958862,1.0,1,problem_05_0117,13426.499128341677,1.0,1,problem_05_0116,0.0,1.0,2
problem_05_0117,15.625,1.0,2,problem_05_0117,12458.882570266724,1.0,1,problem_05_0118,12241.22142791748,1.0,1,problem_05_0117,0.0,1.0,2
problem_05_0118,0.0,1.0,2,problem_05_0118,11463.77682685852,1.0,1,problem_05_0119,12414.785861968994,1.0,1,problem_05_0118,0.0,1.0,2
problem_05_0119,28.321504592895508,0.75,1,problem_05_0119,11593.469619750977,1.0,1,problem_05_0120,12366.371154785156,1.0,1,problem_05_0119,0.0,1.0,2
problem_05_0120,0.0,1.0,2,problem_05_0120,11642.9181098938,1.0,1,problem_05_0121,14661.25774383545,1.0,1,problem_05_0120,0.0,1.0,2
problem_05_0121,0.0,1.0,2,problem_05_0121,12608.237504959106,1.0,1,problem_05_0122,9081.156015396118,1.0,1,problem_05_0121,0.0,1.0,2
problem_05_0122,0.0,1.0,2,problem_05_0122,8494.93384361267,1.0,1,problem_05_0123,11166.2278175354,1.0,1,problem_05_0122,15.625,1.0,2
problem_05_0123,29.006481170654297,0.7142857142857143,1,problem_05_0123,10545.204401016235,1.0,1,problem_05_0124,13375.504732131958,1.0,1,problem_05_0123,0.0,1.0,2
problem_05_0124,0.0,1.0,2,problem_05_0124,12211.308002471924,1.0,1,problem_05_0125,13665.656328201294,1.0,1,problem_05_0124,0.0,1.0,2
problem_05_0125,30.054330825805664,0.5714285714285714,1,problem_05_0125,12499.221086502075,1.0,1,problem_05_0126,13436.834573745728,1.0,1,problem_05_0125,0.0,1.0,2
problem_05_0126,29.8457145690918,0.5,1,problem_05_0126,15704.116106033323,1.0,1,problem_05_0127,17997.889041900635,1.0,1,problem_05_0126,0.0,1.0,2
problem_05_0127,29.69145774841309,0.8333333333333334,1,problem_05_0127,18562.3517036438,1.0,1,problem_05_0128,12364.007949829102,1.0,1,problem_05_0127,0.0,1.0,2
problem_05_0128,0.0,1.0,2,problem_05_0128,11531.528234481812,1.0,1,problem_05_0129,8979.67791557312,1.0,1,problem_05_0128,0.0,1.0,2
problem_05_0129,0.0,1.0,2,problem_05_0129,8407.713890075684,1.0,1,problem_05_0130,12041.459321975708,1.0,1,problem_05_0129,15.625,1.0,2
problem_05_0130,0.0,1.0,2,problem_05_0130,11265.381574630735,1.0,1,problem_05_0131,11128.53717803955,1.0,1,problem_05_0130,0.0,1.0,2
problem_05_0131,29.370546340942383,0.625,1,problem_05_0131,10518.247842788696,1.0,1,problem_05_0132,16815.369844436646,1.0,1,problem_05_0131,0.0,1.0,2
problem_05_0132,0.0,1.0,2,problem_05_0132,14287.55521774292,1.0,1,problem_05_0133,15952.024221420288,1.0,2,problem_05_0132,0.0,1.0,2
problem_05_0133,15.625,1.0,2,problem_05_0133,14658.72049331665,0.8571428571428571,1,problem_05_0134,12251.83629989624,1.0,1,problem_05_0133,15.625,1.0,2
problem_05_0134,0.0,1.0,2,problem_05_0134,11383.51058959961,1.0,1,problem_05_0135,16984.61890220642,1.0,1,problem_05_0134,0.0,1.0,2
problem_05_0135,34.94834899902344,0.7142857142857143,1,problem_05_0135,15650.529623031616,1.0,1,problem_05_0136,14708.266258239746,1.0,1,problem_05_0135,0.0,1.0,2
problem_05_0136,0.0,1.0,2,problem_05_0136,13358.71934890747,1.0,1,problem_05_0137,18197.556495666504,1.0,1,problem_05_0136,0.0,1.0,2
problem_05_0137,0.0,1.0,2,problem_05_0137,16570.464849472046,1.0,1,problem_05_0138,14240.681171417236,1.0,1,problem_05_0137,0.0,1.0,2
problem_05_0138,29.865264892578125,0.625,1,problem_05_0138,14105.32832145691,1.0,1,problem_05_0139,13486.210823059082,1.0,1,problem_05_0138,0.0,1.0,2
problem_05_0139,0.0,1.0,2,problem_05_0139,12434.94749069214,1.0,1,problem_05_0140,15786.513090133669,1.0,1,problem_05_0139,0.0,1.0,2
problem_05_0140,0.0,1.0,2,problem_05_0140,17676.310300827026,1.0,1,problem_05_0141,8980.477809906006,1.0,1,problem_05_0140,0.0,1.0,2
problem_05_0141,0.0,1.0,2,problem_05_0141,8664.728879928589,1.0,1,problem_05_0142,12542.690992355348,1.0,1,problem_05_0141,0.0,1.0,2
problem_05_0142,28.182029724121094,0.7142857142857143,1,problem_05_0142,11514.13369178772,1.0,1,problem_05_0143,13379.597425460815,1.0,1,problem_05_0142,0.0,1.0,2
problem_05_0143,33.91575813293457,1.0,1,problem_05_0143,15181.424379348757,1.0,1,problem_05_0144,11103.550672531128,1.0,1,problem_05_0143,0.0,1.0,2
problem_05_0144,0.0,1.0,2,problem_05_0144,12416.197061538696,1.0,1,problem_05_0145,13737.17737197876,1.0,1,problem_05_0144,0.0,1.0,2
problem_05_0145,0.0,1.0,2,problem_05_0145,13129.304885864258,1.0,1,problem_05_0146,12403.223991394045,1.0,1,problem_05_0145,0.0,1.0,2
problem_05_0146,29.547691345214844,0.7142857142857143,1,problem_05_0146,12128.986120224,1.0,1,problem_05_0147,11369.036436080933,1.0,1,problem_05_0146,0.0,1.0,2
problem_05_0147,0.0,1.0,2,problem_05_0147,11002.374172210692,1.0,1,problem_05_0148,12374.5379447937,1.0,1,problem_05_0147,0.0,1.0,2
problem_05_0148,0.0,1.0,2,problem_05_0148,15125.307321548462,1.0,1,problem_05_0149,12236.391067504885,1.0,1,problem_05_0148,0.0,1.0,2
problem_05_0149,36.36956214904785,0.8571428571428571,1,problem_05_0149,12100.428819656372,1.0,1,problem_05_0150,12539.213180541992,1.0,1,problem_05_0149,15.625,1.0,2
problem_05_0150,29.735088348388672,0.8333333333333334,1,problem_05_0150,11881.47258758545,1.0,1,problem_05_0151,12421.24891281128,1.0,1,problem_05_0150,15.625,1.0,2
problem_10_0001,7.395267486572266,1.0,1,problem_10_0001,28232.41949081421,1.0,1,problem_10_0002,21278.43952178955,1.0,2,problem_10_0001,1609.38,1.0,2
problem_10_0002,3.1576156616210938,1.0,1,problem_10_0002,22022.26161956787,0.9166666666666666,1,problem_10_0003,19324.39947128296,1.0,1,problem_10_0002,828.125,1.0,2
problem_10_0003,3.5376548767089844,1.0,1,problem_10_0003,21987.292528152462,1.0,1,problem_10_0004,16054.066181182858,1.0,1,problem_10_0003,859.375,1.0,2
problem_10_0004,9.981870651245115,1.0,1,problem_10_0004,15844.314336776732,1.0,1,problem_10_0005,23054.229259490967,1.0,1,problem_10_0004,15.625,1.0,2
problem_10_0005,7.395267486572266,1.0,1,problem_10_0005,23179.165601730347,1.0,1,problem_10_0006,6046.88,1.0,2,problem_10_0005,18625.0,1.0,2
problem_10_0006,5984.38,1.0,2,problem_10_0006,6000.0,1.0,2,problem_10_0007,23410.9914302826,1.0,1,problem_10_0006,6703.12,1.0,2
problem_10_0007,15.625,1.0,2,problem_10_0007,18179.584741592407,1.0,1,problem_10_0008,19344.46907043457,1.0,2,problem_10_0007,31.25,1.0,2
problem_10_0008,484.375,1.0,2,problem_10_0008,19662.44888305664,0.9230769230769232,1,problem_10_0009,17651.496648788452,1.0,2,problem_10_0008,484.375,1.0,2
problem_10_0009,15.625,1.0,2,problem_10_0009,18492.65742301941,0.9285714285714286,1,problem_10_0010,1437.5,1.0,2,problem_10_0009,15.625,1.0,2
problem_10_0010,1500.0,1.0,2,problem_10_0010,1468.75,1.0,2,problem_10_0011,15.625,1.0,2,problem_10_0010,1390.62,1.0,2
problem_10_0011,15.625,1.0,2,problem_10_0011,15.625,1.0,2,problem_10_0012,33409.73734855652,1.0,2,problem_10_0011,15.625,1.0,2
problem_10_0012,8218.75,1.0,2,problem_10_0012,25628.936767578125,0.9090909090909092,1,problem_10_0013,17608.357906341553,1.0,2,problem_10_0012,8031.25,1.0,2
problem_10_0013,0.0,1.0,2,problem_10_0013,17380.849599838257,0.8461538461538461,1,problem_10_0014,18514.355182647705,1.0,2,problem_10_0013,15.625,1.0,2
problem_10_0014,78.125,1.0,2,problem_10_0014,18619.792699813843,0.9166666666666666,1,problem_10_0015,16069.473505020142,1.0,2,problem_10_0014,62.5,1.0,2
problem_10_0015,46.875,1.0,2,problem_10_0015,16036.13257408142,0.9166666666666666,1,problem_10_0016,25313.581950302123,1.0,2,problem_10_0015,46.875,1.0,2
problem_10_0016,4468.75,1.0,2,problem_10_0016,22243.621826171875,1.0,1,problem_10_0017,57689.153160476686,1.0,2,problem_10_0016,4203.12,1.0,2
problem_10_0017,35781.2,1.0,2,problem_10_0017,36093.8,1.0,2,problem_10_0018,625.0,1.0,2,problem_10_0017,35359.4,1.0,2
problem_10_0018,656.25,1.0,2,problem_10_0018,24719.229698181152,0.9166666666666666,1,problem_10_0019,21435.2605342865,1.0,2,problem_10_0018,625.0,1.0,2
problem_10_0019,609.375,1.0,2,problem_10_0019,19516.481637954712,0.9166666666666666,1,problem_10_0020,60000.0,0.0,-1,problem_10_0019,625.0,1.0,2
problem_10_0020,47046.9,1.0,2,problem_10_0020,21796.73838615417,0.9090909090909092,1,problem_10_0021,18298.03228378296,1.0,2,problem_10_0020,47046.9,1.0,2
problem_10_0021,15.625,1.0,2,problem_10_0021,18564.552545547485,0.9230769230769232,1,problem_10_0022,19815.42158126831,1.0,2,problem_10_0021,31.25,1.0,2
