Name,Time-FD,Corr-FD,Sys-FD,Planner-FD,Time-SOFAI-PF-FD,Corr-SOFAI-PF-FD,Sys-SOFAI-PF-FD,Planner-SOFAI-PF-FD,Time-SOFAI-PF-LPGxFD,Corr-SOFAI-PF-LPGxFD,Sys-SOFAI-PF-LPGxFD,Planner-SOFAI-PF-LPGxFD
hanoi_problem_6_126__0,2579.359769821167,1.0,2,1,7943.771123886108,1.0,2,1,9177.149057388306,1.0,2,3.0
hanoi_problem_6_127__0,2494.8599338531494,1.0,2,1,7812.905788421631,1.0,2,1,9127.415895462036,1.0,2,3.0
hanoi_problem_6_128__0,2358.942985534668,1.0,2,1,6537.598848342896,1.0,2,1,8695.987701416016,1.0,2,3.0
hanoi_problem_6_129__0,2502.6564598083496,1.0,2,1,7088.028907775879,1.0,2,1,8971.433639526367,1.0,2,3.0
hanoi_problem_6_130__0,2305.3622245788574,1.0,2,1,5843.048810958862,1.0,2,1,4671.993970870972,1.0,2,3.0
hanoi_problem_6_131__0,2817.9452419281006,1.0,2,1,6796.139478683472,1.0,2,1,9329.079627990724,1.0,2,3.0
hanoi_problem_6_132__0,2606.30750656128,1.0,2,1,7830.541372299194,1.0,2,1,9101.74560546875,1.0,2,3.0
hanoi_problem_6_133__0,2601.979732513428,1.0,2,1,7252.047538757324,1.0,2,1,10630.886793136597,1.0,2,3.0
hanoi_problem_6_136__0,2299.8435497283936,1.0,2,1,5680.957317352295,1.0,2,1,4505.63645362854,1.0,2,3.0
hanoi_problem_6_137__0,2615.507841110229,1.0,2,1,7053.493499755859,1.0,2,1,8445.616960525513,1.0,2,3.0
hanoi_problem_6_138__0,2242.5880432128906,1.0,2,1,5550.809860229492,1.0,2,1,6269.30832862854,1.0,2,3.0
hanoi_problem_6_139__0,2377.899169921875,1.0,2,1,7385.738849639893,1.0,2,1,8724.251985549927,1.0,2,3.0
hanoi_problem_6_140__0,2438.392877578736,1.0,2,1,5890.080451965332,1.0,2,1,7940.264940261841,1.0,2,3.0
hanoi_problem_6_141__0,2280.5066108703613,1.0,2,1,6504.800319671631,1.0,2,1,8839.072227478027,1.0,2,3.0
hanoi_problem_6_142__0,2649.2044925689697,1.0,2,1,8955.991744995117,1.0,2,1,9493.609189987184,1.0,2,3.0
hanoi_problem_6_143__0,2489.287137985229,1.0,2,1,6893.22566986084,1.0,2,1,9210.960149765016,1.0,2,1.0
hanoi_problem_6_144__0,2773.6382484436035,1.0,2,1,7012.693405151367,1.0,2,1,10261.229038238524,1.0,2,3.0
hanoi_problem_6_145__0,2438.60936164856,1.0,2,1,8932.123899459839,1.0,2,1,8936.541080474854,1.0,2,1.0
hanoi_problem_6_147__0,2378.603458404541,1.0,2,1,6274.989604949951,1.0,2,1,8490.294456481934,1.0,2,3.0
hanoi_problem_6_148__0,2637.728214263916,1.0,2,1,7520.386457443237,1.0,2,1,10098.94871711731,1.0,2,3.0
hanoi_problem_6_149__0,2461.2693786621094,1.0,2,1,7457.644462585449,1.0,2,1,9018.04232597351,1.0,2,3.0
hanoi_problem_6_150__0,2404.369831085205,1.0,2,1,5910.197973251343,1.0,2,1,5088.7451171875,1.0,2,3.0
hanoi_problem_6_151__0,2557.584285736084,1.0,2,1,7151.015758514404,1.0,2,1,9342.0307636261,1.0,2,1.0
hanoi_problem_6_152__0,2285.37917137146,1.0,2,1,6472.939252853394,1.0,2,1,7738.944292068481,1.0,2,3.0
hanoi_problem_6_153__0,2366.928815841675,1.0,2,1,7292.425632476807,1.0,2,1,7995.232343673706,1.0,2,3.0
hanoi_problem_6_154__0,2463.2575511932373,1.0,2,1,8062.019109725952,1.0,2,1,9404.983043670654,1.0,2,3.0
hanoi_problem_6_155__0,2688.634157180786,1.0,2,1,6598.511457443237,1.0,2,1,7815.383195877075,1.0,2,3.0
hanoi_problem_6_156__0,2534.9273681640625,1.0,2,1,7474.1833209991455,1.0,2,1,9813.947200775146,1.0,2,3.0
hanoi_problem_6_157__0,2277.1148681640625,1.0,2,1,6072.201490402222,1.0,2,1,4819.87738609314,1.0,2,3.0
hanoi_problem_6_158__0,2588.0093574523926,1.0,2,1,8834.695816040039,1.0,2,1,10435.092449188232,1.0,2,3.0
hanoi_problem_6_159__0,2512.6190185546875,1.0,2,1,8270.187854766846,1.0,2,1,9625.127792358398,1.0,2,3.0
hanoi_problem_6_160__0,2705.464601516724,1.0,2,1,8206.751585006714,1.0,2,1,8287.158250808716,1.0,2,3.0
hanoi_problem_6_161__0,2364.808797836304,1.0,2,1,7076.650142669678,1.0,2,1,9567.782163619995,1.0,2,3.0
hanoi_problem_6_162__0,2516.185522079468,1.0,2,1,6188.237190246582,1.0,2,1,8319.690227508545,1.0,2,3.0
hanoi_problem_6_163__0,2513.205051422119,1.0,2,1,7225.868701934814,1.0,2,1,9167.860746383669,1.0,2,3.0
hanoi_problem_6_166__0,2384.167194366455,1.0,2,1,7976.642608642578,1.0,2,1,9362.070322036743,1.0,2,1.0
hanoi_problem_6_168__0,2579.196214675904,1.0,2,1,6699.163913726807,1.0,2,1,8368.45064163208,1.0,2,3.0
hanoi_problem_6_169__0,2416.562080383301,1.0,2,1,10150.959491729736,1.0,2,1,8770.309686660767,1.0,2,1.0
hanoi_problem_6_170__0,2576.7135620117188,1.0,2,1,8527.884721755981,1.0,2,1,8490.99063873291,1.0,2,3.0
hanoi_problem_6_171__0,2484.1108322143555,1.0,2,1,6966.695308685303,1.0,2,1,9477.45156288147,1.0,2,3.0
hanoi_problem_6_172__0,2426.6610145568848,1.0,2,1,6260.986089706421,1.0,2,1,10490.225315093994,1.0,2,3.0
hanoi_problem_6_173__0,2473.683834075928,1.0,2,1,7579.145669937134,1.0,2,1,9751.976490020752,1.0,2,3.0
hanoi_problem_6_174__0,2560.929536819458,1.0,2,1,7105.537891387939,1.0,2,1,9056.111335754396,1.0,2,3.0
hanoi_problem_6_176__0,2441.782236099243,1.0,2,1,6604.076385498047,1.0,2,1,8753.511190414429,1.0,2,3.0
hanoi_problem_6_177__0,2448.6215114593506,1.0,2,1,6230.970621109009,1.0,2,1,5457.107067108154,1.0,2,3.0
hanoi_problem_6_178__0,2479.938507080078,1.0,2,1,5961.560249328613,1.0,2,1,7528.88011932373,1.0,2,3.0
hanoi_problem_6_179__0,2406.579971313477,1.0,2,1,5896.020174026489,1.0,2,1,4789.841175079346,1.0,2,3.0
hanoi_problem_6_180__0,2685.171365737915,1.0,2,1,7112.268447875977,1.0,2,1,9747.751951217651,1.0,2,3.0
hanoi_problem_6_181__0,2462.672710418701,1.0,2,1,8289.328813552856,1.0,2,1,10314.321041107178,1.0,2,3.0
hanoi_problem_6_182__0,2419.94309425354,1.0,2,1,6173.393964767456,1.0,2,1,4987.866640090942,1.0,2,3.0
hanoi_problem_6_184__0,2630.5911540985107,1.0,2,1,8772.942543029785,1.0,2,1,8855.582237243652,1.0,2,1.0
hanoi_problem_6_185__0,2514.136791229248,1.0,2,1,8456.608295440674,1.0,2,1,9830.476760864258,1.0,2,3.0
hanoi_problem_6_186__0,2566.5764808654785,1.0,2,1,6607.713937759399,1.0,2,1,8293.744325637817,1.0,2,3.0
hanoi_problem_6_187__0,2527.7247428894043,1.0,2,1,6862.500905990601,1.0,2,1,9090.98744392395,1.0,2,1.0
hanoi_problem_6_188__0,2548.161029815674,1.0,2,1,7631.587266921997,1.0,2,1,9839.55693244934,1.0,2,3.0
hanoi_problem_6_191__0,2420.57728767395,1.0,2,1,6917.683124542236,1.0,2,1,10059.321641921995,1.0,2,3.0
hanoi_problem_6_192__0,2337.940454483032,1.0,2,1,6135.1587772369385,1.0,2,1,5202.985048294067,1.0,2,3.0
hanoi_problem_6_193__0,2331.709623336792,1.0,2,1,6862.50901222229,1.0,2,1,6328.3350467681885,1.0,2,1.0
hanoi_problem_6_194__0,2242.216348648072,1.0,2,1,5988.76166343689,1.0,2,1,5391.794443130493,1.0,2,3.0
hanoi_problem_6_198__0,2394.7715759277344,1.0,2,1,8843.400478363037,1.0,2,1,9257.519006729126,1.0,2,3.0
hanoi_problem_6_199__0,2322.904109954834,1.0,2,1,7379.250764846802,1.0,2,1,6318.641185760498,1.0,2,3.0
hanoi_problem_6_200__0,2472.3713397979736,1.0,2,1,6670.273780822754,1.0,2,1,8853.712797164917,1.0,2,3.0
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__0,2485.515594482422,1.0,2,1,11243.588209152222,1.0,2,1,5631.683826446533,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__1,2385.439872741699,1.0,2,1,9566.88117980957,1.0,2,1,5613.982200622559,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__10,2357.9132556915283,1.0,2,1,9502.114057540894,1.0,2,1,5656.330108642578,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__11,2665.2798652648926,1.0,2,1,9413.963317871094,1.0,2,1,5385.281562805176,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__12,2366.8365478515625,1.0,2,1,9832.680225372314,1.0,2,1,5631.424188613892,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__13,2188.016653060913,1.0,2,1,10282.562494277954,1.0,2,1,5262.482643127441,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__14,2413.5100841522217,1.0,2,1,11894.915342330933,1.0,2,1,5564.83793258667,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__15,2470.8547592163086,1.0,2,1,11593.223333358765,1.0,2,1,5500.931739807129,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__16,2422.914981842041,1.0,2,1,9895.309209823608,1.0,2,1,5548.405170440674,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__17,2377.976179122925,1.0,2,1,11387.11166381836,1.0,2,1,5118.985176086426,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__18,2458.4720134735107,1.0,2,1,11607.948541641235,1.0,2,1,5304.430723190308,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__19,2334.151029586792,1.0,2,1,9713.191032409668,1.0,2,1,5690.637111663818,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__2,2477.4301052093506,1.0,2,1,11757.671117782593,1.0,2,1,5552.965402603149,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__20,2360.0399494171143,1.0,2,1,11298.7060546875,1.0,2,1,5619.299173355103,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__21,2294.4815158843994,1.0,2,1,11712.04423904419,1.0,2,1,5547.531366348267,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__22,2489.341735839844,1.0,2,1,11177.647590637209,1.0,2,1,5788.16294670105,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__23,2399.918794631958,1.0,2,1,9844.415426254272,1.0,2,1,5977.233171463013,1.0,2,3.0
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__24,2365.9822940826416,1.0,2,1,10072.837829589844,1.0,2,1,5699.170112609863,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__25,2363.42453956604,1.0,2,1,9810.768842697144,1.0,2,1,5512.365102767944,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__26,2474.5280742645264,1.0,2,1,9938.086986541748,1.0,2,1,5509.933710098267,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__27,2393.4359550476074,1.0,2,1,9407.465934753418,1.0,2,1,5351.595401763916,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__28,2422.079563140869,1.0,2,1,9715.68250656128,1.0,2,1,5270.467519760132,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__29,2330.623149871826,1.0,2,1,9789.71266746521,1.0,2,1,5273.801565170288,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__3,2427.818536758423,1.0,2,1,9871.235132217407,1.0,2,1,5396.121501922607,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__30,2316.599130630493,1.0,2,1,11354.272842407228,1.0,2,1,5471.743822097778,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__31,2494.762659072876,1.0,2,1,10108.254671096802,1.0,2,1,5334.908008575439,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__32,2462.108850479126,1.0,2,1,9754.100561141968,1.0,2,1,5300.272703170776,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__33,2431.647777557373,1.0,2,1,10807.26957321167,1.0,2,1,5680.623531341553,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__34,2319.6890354156494,1.0,2,1,9689.545392990112,1.0,2,1,5177.680253982544,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__35,2319.920778274536,1.0,2,1,10840.012550354004,1.0,2,1,5716.140031814575,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__36,2296.546220779419,1.0,2,1,9522.30167388916,1.0,2,1,5758.27956199646,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__37,2431.370496749878,1.0,2,1,9845.146656036375,1.0,2,1,5509.611368179321,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__38,2456.583976745605,1.0,2,1,11104.480028152466,1.0,2,1,5713.359355926514,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__39,2480.531454086304,1.0,2,1,11863.750219345093,1.0,2,1,5815.945863723755,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__4,2344.8619842529297,1.0,2,1,11136.221885681152,1.0,2,1,5879.286766052246,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__40,2453.934669494629,1.0,2,1,10114.947319030762,1.0,2,1,5269.305229187012,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__5,2357.079267501831,1.0,2,1,11131.824731826782,1.0,2,1,5621.113538742065,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__6,2277.993440628052,1.0,2,1,9988.889455795288,1.0,2,1,5327.8913497924805,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__7,2323.3628273010254,1.0,2,1,9414.315223693848,1.0,2,1,5644.638538360596,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__8,2571.7456340789795,1.0,2,1,9813.120365142822,1.0,2,1,5014.867782592773,1.0,1,
miconic_mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__9,2310.635805130005,1.0,2,1,9368.8223361969,1.0,2,1,5277.236461639404,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__0,2428.807020187378,1.0,2,1,9193.04871559143,1.0,2,1,5536.284685134888,1.0,2,3.0
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__1,2504.3957233428955,1.0,2,1,8131.883859634399,1.0,2,1,5580.128192901611,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__10,2290.2848720550537,1.0,2,1,8136.425971984863,1.0,2,1,5973.120212554932,1.0,2,3.0
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__11,2156.7509174346924,1.0,2,1,8215.73281288147,1.0,2,1,5684.3366622924805,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__12,2387.6988887786865,1.0,2,1,8602.953672409058,1.0,2,1,5408.866882324219,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__13,2271.8238830566406,1.0,2,1,8136.388301849365,1.0,2,1,5520.509004592896,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__14,2312.9210472106934,1.0,2,1,9206.828594207764,1.0,2,1,5659.846067428589,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__15,2282.275915145874,1.0,2,1,8218.260526657104,1.0,2,1,5931.663513183594,1.0,2,3.0
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__16,2299.220561981201,1.0,2,1,9367.236614227297,1.0,2,1,5901.676893234253,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__17,2298.488140106201,1.0,2,1,8276.994228363037,1.0,2,1,5692.70396232605,1.0,2,3.0
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__18,2333.996534347534,1.0,2,1,9696.44045829773,1.0,2,1,5286.920785903931,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__19,2468.7280654907227,1.0,2,1,8082.885026931763,1.0,2,1,5458.759546279907,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__2,2249.1157054901123,1.0,2,1,8573.898553848267,1.0,2,1,5612.480163574219,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__20,2421.91219329834,1.0,2,1,8120.638370513916,1.0,2,1,5401.882410049439,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__21,2346.587657928467,1.0,2,1,8858.773469924927,1.0,2,1,5952.316522598267,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__22,2376.3322830200195,1.0,2,1,9898.324966430664,1.0,2,1,5416.756629943848,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__23,2392.8260803222656,1.0,2,1,8378.12614440918,1.0,2,1,5443.21084022522,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__24,2457.683563232422,1.0,2,1,10230.875730514526,1.0,2,1,5512.855768203735,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__25,2271.977424621582,1.0,2,1,8313.4765625,1.0,2,1,5747.946262359619,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__26,2275.6826877593994,1.0,2,1,8759.368896484375,1.0,2,1,5569.048881530762,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__27,2477.811098098755,1.0,2,1,8326.305866241455,1.0,2,1,5402.081489562988,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__28,2322.9317665100098,1.0,2,1,8373.366594314575,1.0,2,1,5433.083534240723,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__29,2456.162214279175,1.0,2,1,8726.300477981567,1.0,2,1,5329.605102539063,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__3,2298.570156097412,1.0,2,1,8557.055234909058,1.0,2,1,5551.125764846802,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__30,2431.37264251709,1.0,2,1,8370.700359344482,1.0,2,1,5808.857440948486,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__31,2337.005376815796,1.0,2,1,9433.675050735474,1.0,2,1,5643.613815307617,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__32,2372.075080871582,1.0,2,1,9906.87346458435,1.0,2,1,5599.284648895264,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__33,2552.496671676636,1.0,2,1,8435.36925315857,1.0,2,1,5294.703006744385,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__34,2471.588373184204,1.0,2,1,9397.992849349976,1.0,2,1,5467.319488525391,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__35,2436.2196922302246,1.0,2,1,9402.304649353027,1.0,2,1,5591.42017364502,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__36,2324.2876529693604,1.0,2,1,8677.448749542236,1.0,2,1,5605.052471160889,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__37,2261.177062988281,1.0,2,1,8598.98829460144,1.0,2,1,5481.861114501953,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__38,2407.8025817871094,1.0,2,1,8377.942562103271,1.0,2,1,5635.080099105835,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__39,2334.731340408325,1.0,2,1,9064.634323120115,1.0,2,1,5385.764837265015,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__4,2355.44753074646,1.0,2,1,8515.711069107056,1.0,2,1,5421.6628074646,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__40,2416.9046878814697,1.0,2,1,8520.641565322876,1.0,2,1,5256.605863571167,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__41,2447.988510131836,1.0,2,1,8499.584913253784,1.0,2,1,5465.442657470703,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__42,2380.15079498291,1.0,2,1,8513.087749481201,1.0,2,1,5342.617750167847,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__43,2445.377349853516,1.0,2,1,9518.723964691162,1.0,2,1,5440.025091171265,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__44,2346.35066986084,1.0,2,1,8659.018993377686,1.0,2,1,5642.473459243774,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__45,2502.009868621826,1.0,2,1,8670.470476150513,1.0,2,1,5914.204120635986,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__46,2319.49520111084,1.0,2,1,9120.90277671814,1.0,2,1,5620.913028717041,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__47,2475.1665592193604,1.0,2,1,8700.026988983154,1.0,2,1,5583.742618560791,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__48,2356.6040992736816,1.0,2,1,8519.941091537476,1.0,2,1,5445.604562759399,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__49,2325.162649154663,1.0,2,1,8549.081563949585,1.0,2,1,5442.254543304443,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__5,2514.227867126465,1.0,2,1,8360.557079315186,1.0,2,1,5481.890678405762,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__50,2404.750347137451,1.0,2,1,8319.604873657227,1.0,2,1,5426.124572753906,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__51,2240.456342697144,1.0,2,1,8622.345447540283,1.0,2,1,5372.052431106567,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__52,2276.9522666931152,1.0,2,1,8542.65022277832,1.0,2,1,5330.90353012085,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__53,2469.191312789917,1.0,2,1,8864.484071731567,1.0,2,1,5602.203607559204,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__54,2382.009983062744,1.0,2,1,8535.485029220581,1.0,2,1,6004.374504089356,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__55,2457.157611846924,1.0,2,1,8372.112035751343,1.0,2,1,5601.212739944458,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__56,2474.5137691497803,1.0,2,1,9202.066898345947,1.0,2,1,5294.813632965088,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__57,2417.841911315918,1.0,2,1,8891.096115112305,1.0,2,1,5549.906492233276,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__58,2264.585494995117,1.0,2,1,9559.99755859375,1.0,2,1,5601.674318313599,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__6,2536.4692211151123,1.0,2,1,8566.59460067749,1.0,2,1,5312.64591217041,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__7,2244.6210384368896,1.0,2,1,8003.124237060547,1.0,2,1,6152.296781539917,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__8,2244.149923324585,1.0,2,1,8656.788110733032,1.0,2,1,5719.099521636963,1.0,1,
miconic_mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__9,2386.352300643921,1.0,2,1,9207.09753036499,1.0,2,1,5424.47566986084,1.0,1,
"=SUBTOTAL(3,A2:A373)","=SUBTOTAL(1,B2:B373)","=SUBTOTAL(1,C2:C373)","=COUNTIF(D2:D373,1)",,"=SUBTOTAL(1,F2:F373)","=SUBTOTAL(1,G2:G373)","=COUNTIF(H2:H373,1)",,"=SUBTOTAL(1,J2:J373)","=SUBTOTAL(1,K2:K373)","=COUNTIF(L2:L373,1)",,
